Source,S_X,S_Y,S_Z,s_phi,s_eta,s_q,s_pt,s_d0,s_z0,Target,T_X,T_Y,T_Z,t_phi,t_eta,t_q,t_pt,t_d0,t_z0,weight
384,-37.7125,30.5827,10.7164,2.4596,0.2191,1,64.1436,0.2419,-0.0061,385,-45.192,36.7764,12.8609,2.4596,0.2191,1,64.1436,0.2419,-0.0061,1
384,-37.7125,30.5827,10.7164,2.4596,0.2191,1,64.1436,0.2419,-0.0061,435,-45.7936,36.1782,83.1778,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,0.5
394,-17.9798,-45.1831,-42.0411,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,55,-23.6681,-53.649,-25.3855,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,0.5
394,-17.9798,-45.1831,-42.0411,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,255,-18.8774,-54.9373,-113.2317,-1.8959,-1.423,1,41.0979,0.1369,0.2991,0.5
394,-17.9798,-45.1831,-42.0411,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,395,-21.6017,-54.2137,-50.4653,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,1
404,-22.3518,44.0109,50.549,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,405,-26.8951,52.7946,60.6836,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,1
414,-46.7407,-12.2009,-3.4151,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,235,-56.1671,-14.3147,-198.8921,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,0.5
414,-46.7407,-12.2009,-3.4151,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,415,-56.06,-14.7491,-4.1572,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,1
424,46.4263,13.3193,-13.9263,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,365,55.475,16.8689,-29.3536,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,0.5
424,46.4263,13.3193,-13.9263,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,425,55.7261,15.9323,-16.6992,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,1
434,-38.1221,30.1797,69.2679,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,385,-45.192,36.7764,12.8609,2.4596,0.2191,1,64.1436,0.2419,-0.0061,0.5
434,-38.1221,30.1797,69.2679,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,435,-45.7936,36.1782,83.1778,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,1
444,-1.8825,-49.4948,103.765,-1.6112,1.4815,1,90.8681,0.273,0.4382,445,-2.35,-59.3652,124.3789,-1.6112,1.4815,1,90.8681,0.273,0.4382,1
454,47.8731,-7.9488,41.3331,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,455,57.4349,-9.5736,49.6784,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,1
464,40.6794,27.6316,73.0964,0.6022,1.1816,1,90.4204,-0.118,0.493,465,48.8145,33.1409,87.6022,0.6022,1.1816,1,90.4204,-0.118,0.493,1
474,18.8073,-44.9557,-84.9547,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,185,23.3986,-53.7309,-14.2476,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,0.5
474,18.8073,-44.9557,-84.9547,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,475,22.6781,-53.9168,-101.9049,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,1
484,-8.5216,-47.7225,48.8591,-1.74,0.8824,1,33.7624,0.0426,0.3085,45,-7.9359,-57.8877,22.0071,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,0.5
484,-8.5216,-47.7225,48.8591,-1.74,0.8824,1,33.7624,0.0426,0.3085,485,-10.3263,-57.2293,58.5501,-1.74,0.8824,1,33.7624,0.0426,0.3085,1
494,46.4083,-13.4181,121.2925,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,495,55.6979,-16.0582,145.5239,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,1
5,-1.3873,-59.6308,-38.0116,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,6,-1.5714,-69.5826,-44.3585,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,1
15,56.6233,-12.6098,-69.6471,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,16,66.0348,-14.7814,-81.2604,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,1
25,-51.3773,-30.5856,73.9751,-2.6051,1.043,1,95.3282,0.2467,-0.3234,26,-59.9936,-35.6177,86.3737,-2.6051,1.043,1,95.3282,0.2467,-0.3234,1
35,-40.205,41.7604,63.1576,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,36,-46.9485,48.6769,73.6949,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,1
45,-7.9359,-57.8877,22.0071,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,46,-9.2705,-67.5127,25.7416,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,1
45,-7.9359,-57.8877,22.0071,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,486,-12.1647,-66.7404,68.2518,-1.74,0.8824,1,33.7624,0.0426,0.3085,0.5
55,-23.6681,-53.649,-25.3855,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,56,-27.6992,-62.5795,-29.6726,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,1
55,-23.6681,-53.649,-25.3855,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,396,-25.211,-63.2494,-58.8894,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,0.5
65,-26.4661,52.9067,-7.331,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,66,-30.8523,61.739,-8.6172,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,1
75,-3.2928,59.1175,-37.8533,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,76,-3.9493,68.9471,-44.0811,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,1
85,-34.5326,-47.4196,-77.2983,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,86,-40.3312,-55.2929,-90.2332,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,1
95,-56.1481,14.381,9.8399,2.8781,0.1689,-1,79.7089,0.493,0.0055,96,-65.4944,16.8104,11.4786,2.8781,0.1689,-1,79.7089,0.493,0.0055,1
105,-53.0189,26.0365,7.4449,2.6946,0.1218,1,50.0725,-0.1572,0.232,106,-61.843,30.4286,8.6486,2.6946,0.1218,1,50.0725,-0.1572,0.232,1
115,-16.7124,55.5218,218.7151,1.8562,2.0357,-1,64.5824,0.101,0.4918,116,-19.5393,64.7674,255.1026,1.8562,2.0357,-1,64.5824,0.101,0.4918,1
125,8.2858,-57.7827,31.9895,-1.417,0.5183,1,51.781,-0.2816,0.3608,126,9.6402,-67.421,37.2633,-1.417,0.5183,1,51.781,-0.2816,0.3608,1
135,4.7908,-58.713,133.9172,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,136,5.4189,-68.5437,156.3605,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,1
145,54.3601,21.0494,-146.8911,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,146,63.3888,24.6755,-171.3359,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,1
155,53.6198,-23.852,-24.0158,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,156,62.5671,-27.7343,-27.985,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,1
165,-59.9072,0.3307,153.7312,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,166,-69.8852,0.4168,179.4,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,1
175,36.7124,45.2554,-102.7325,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,176,42.8119,52.8086,-119.8339,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,1
185,23.3986,-53.7309,-14.2476,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,186,27.2852,-62.6916,-16.55,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,1
185,23.3986,-53.7309,-14.2476,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,476,26.5858,-62.8783,-118.881,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,0.5
195,9.2728,57.5118,6.8749,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,196,10.6906,67.1321,8.0506,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,1
205,-36.6023,45.3567,-194.0107,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,206,-42.6268,52.997,-226.3905,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,1
215,48.1094,-33.8527,-215.212,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,216,56.2563,-39.3663,-251.2121,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,1
225,-30.6901,51.2678,145.1569,2.128,1.6213,1,32.1308,-0.4172,-0.0841,226,-35.7652,59.8552,169.4054,2.128,1.6213,1,32.1308,-0.4172,-0.0841,1
235,-56.1671,-14.3147,-198.8921,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,236,-65.5148,-16.7389,-232.013,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,1
235,-56.1671,-14.3147,-198.8921,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,416,-65.3544,-17.3318,-4.8982,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,0.5
245,21.7284,54.1767,51.8248,1.1873,0.7949,-1,98.393,-0.0826,0.3822,246,25.2986,63.2205,60.3936,1.1873,0.7949,-1,98.393,-0.0826,0.3822,1
255,-18.8774,-54.9373,-113.2317,-1.8959,-1.423,1,41.0979,0.1369,0.2991,256,-22.1375,-64.0684,-132.1802,-1.8959,-1.423,1,41.0979,0.1369,0.2991,1
255,-18.8774,-54.9373,-113.2317,-1.8959,-1.423,1,41.0979,0.1369,0.2991,396,-25.211,-63.2494,-58.8894,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,0.5
265,13.1038,-56.4891,-79.1046,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,266,15.3687,-65.8804,-92.2768,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,1
265,13.1038,-56.4891,-79.1046,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,286,17.2321,-65.3822,-271.5255,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,0.5
275,-19.1506,54.869,-59.1556,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,276,-22.2192,64.0414,-68.9568,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,1
285,14.7957,-56.0364,-232.6729,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,266,15.3687,-65.8804,-92.2768,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,0.5
285,14.7957,-56.0364,-232.6729,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,286,17.2321,-65.3822,-271.5255,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,1
295,33.1268,48.8354,-39.6736,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,296,38.6049,57.0162,-46.241,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,1
305,59.6655,1.2112,5.6692,0.0342,0.0944,1,50.9965,-0.4252,0.0283,306,69.6093,1.405,6.6093,0.0342,0.0944,1,50.9965,-0.4252,0.0283,1
315,17.9674,55.1872,118.9192,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,316,21.0573,64.3588,138.8318,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,1
325,4.2442,-58.8606,-172.7084,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,326,4.9076,-68.6857,-201.5697,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,1
335,-57.1224,-10.7405,-169.1679,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,336,-66.6436,-12.5376,-197.4333,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,1
345,-17.6648,-55.2677,205.0447,-1.8769,1.9762,1,80.4749,0.056,-0.2587,346,-20.6635,-64.4636,239.2691,-1.8769,1.9762,1,80.4749,0.056,-0.2587,1
355,18.6522,-55.0005,82.9781,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,356,21.7414,-64.1779,96.8349,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,1
365,55.475,16.8689,-29.3536,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,366,64.7338,19.6529,-34.2667,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,1
365,55.475,16.8689,-29.3536,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,426,65.0296,18.532,-19.4721,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,0.5
375,27.5209,-52.6263,-221.9546,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,376,32.0927,-61.3986,-258.9499,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,1
385,-45.192,36.7764,12.8609,2.4596,0.2191,1,64.1436,0.2419,-0.0061,386,-52.6492,42.9739,15.0022,2.4596,0.2191,1,64.1436,0.2419,-0.0061,1
385,-45.192,36.7764,12.8609,2.4596,0.2191,1,64.1436,0.2419,-0.0061,436,-53.4603,42.1548,97.0632,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,0.5
395,-21.6017,-54.2137,-50.4653,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,56,-27.6992,-62.5795,-29.6726,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,0.5
395,-21.6017,-54.2137,-50.4653,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,256,-22.1375,-64.0684,-132.1802,-1.8959,-1.423,1,41.0979,0.1369,0.2991,0.5
395,-21.6017,-54.2137,-50.4653,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,396,-25.211,-63.2494,-58.8894,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,1
405,-26.8951,52.7946,60.6836,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,406,-31.4498,61.5724,70.8182,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,1
415,-56.06,-14.7491,-4.1572,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,236,-65.5148,-16.7389,-232.013,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,0.5
415,-56.06,-14.7491,-4.1572,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,416,-65.3544,-17.3318,-4.8982,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,1
425,55.7261,15.9323,-16.6992,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,366,64.7338,19.6529,-34.2667,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,0.5
425,55.7261,15.9323,-16.6992,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,426,65.0296,18.532,-19.4721,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,1
435,-45.7936,36.1782,83.1778,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,386,-52.6492,42.9739,15.0022,2.4596,0.2191,1,64.1436,0.2419,-0.0061,0.5
435,-45.7936,36.1782,83.1778,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,436,-53.4603,42.1548,97.0632,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,1
445,-2.35,-59.3652,124.3789,-1.6112,1.4815,1,90.8681,0.273,0.4382,446,-2.8303,-69.2415,145.0064,-1.6112,1.4815,1,90.8681,0.273,0.4382,1
455,57.4349,-9.5736,49.6784,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,456,66.9941,-11.2133,58.0237,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,1
465,48.8145,33.1409,87.6022,0.6022,1.1816,1,90.4204,-0.118,0.493,466,56.9706,38.6493,102.1328,0.6022,1.1816,1,90.4204,-0.118,0.493,1
475,22.6781,-53.9168,-101.9049,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,186,27.2852,-62.6916,-16.55,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,0.5
475,22.6781,-53.9168,-101.9049,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,476,26.5858,-62.8783,-118.881,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,1
485,-10.3263,-57.2293,58.5501,-1.74,0.8824,1,33.7624,0.0426,0.3085,46,-9.2705,-67.5127,25.7416,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,0.5
485,-10.3263,-57.2293,58.5501,-1.74,0.8824,1,33.7624,0.0426,0.3085,486,-12.1647,-66.7404,68.2518,-1.74,0.8824,1,33.7624,0.0426,0.3085,1
495,55.6979,-16.0582,145.5239,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,496,64.9905,-18.6876,169.7553,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,1
6,-1.5714,-69.5826,-44.3585,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,7,-1.7315,-79.5349,-50.7055,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,1
16,66.0348,-14.7814,-81.2604,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,17,75.4502,-16.979,-92.8852,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,1
26,-59.9936,-35.6177,86.3737,-2.6051,1.043,1,95.3282,0.2467,-0.3234,27,-68.6403,-40.6534,98.8074,-2.6051,1.043,1,95.3282,0.2467,-0.3234,1
36,-46.9485,48.6769,73.6949,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,37,-53.7,55.5855,84.2322,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,1
46,-9.2705,-67.5127,25.7416,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,47,-10.6205,-77.1638,29.4868,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,1
56,-27.6992,-62.5795,-29.6726,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,57,-31.7567,-71.498,-33.9597,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,1
56,-27.6992,-62.5795,-29.6726,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,397,-28.8036,-72.2796,-67.3037,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,0.5
66,-30.8523,61.739,-8.6172,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,67,-35.2435,70.5523,-9.9014,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,1
76,-3.9493,68.9471,-44.0811,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,77,-4.626,78.7627,-50.301,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,1
86,-40.3312,-55.2929,-90.2332,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,87,-46.1357,-63.1396,-103.1442,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,1
96,-65.4944,16.8104,11.4786,2.8781,0.1689,-1,79.7089,0.493,0.0055,97,-74.8442,19.2267,13.1172,2.8781,0.1689,-1,79.7089,0.493,0.0055,1
106,-61.843,30.4286,8.6486,2.6946,0.1218,1,50.0725,-0.1572,0.232,107,-70.6704,34.8475,9.8541,2.6946,0.1218,1,50.0725,-0.1572,0.232,1
116,-19.5393,64.7674,255.1026,1.8562,2.0357,-1,64.5824,0.101,0.4918,117,-22.3801,74.0008,291.4611,1.8562,2.0357,-1,64.5824,0.101,0.4918,1
126,9.6402,-67.421,37.2633,-1.417,0.5183,1,51.781,-0.2816,0.3608,127,10.9734,-77.0622,42.5371,-1.417,0.5183,1,51.781,-0.2816,0.3608,1
136,5.4189,-68.5437,156.3605,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,137,6.0177,-78.3883,178.8313,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,1
146,63.3888,24.6755,-171.3359,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,147,72.411,28.3175,-195.7808,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,1
156,62.5671,-27.7343,-27.985,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,157,71.5328,-31.6092,-31.9598,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,1
166,-69.8852,0.4168,179.4,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,167,-79.863,0.5147,205.0687,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,1
176,42.8119,52.8086,-119.8339,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,177,48.9045,60.3768,-136.9484,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,1
186,27.2852,-62.6916,-16.55,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,187,31.1595,-71.6576,-18.8525,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,1
186,27.2852,-62.6916,-16.55,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,477,30.5244,-71.8262,-135.8571,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,0.5
196,10.6906,67.1321,8.0506,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,197,12.0909,76.7549,9.2264,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,1
206,-42.6268,52.997,-226.3905,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,207,-48.6397,60.6409,-258.7559,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,1
216,56.2563,-39.3663,-251.2121,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,217,64.434,-44.8482,-287.2412,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,1
226,-35.7652,59.8552,169.4054,2.128,1.6213,1,32.1308,-0.4172,-0.0841,227,-40.8149,68.4707,193.6816,2.128,1.6213,1,32.1308,-0.4172,-0.0841,1
236,-65.5148,-16.7389,-232.013,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,237,-74.8591,-19.1762,-265.1339,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,1
236,-65.5148,-16.7389,-232.013,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,417,-74.6524,-19.9569,-5.6404,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,0.5
246,25.2986,63.2205,60.3936,1.1873,0.7949,-1,98.393,-0.0826,0.3822,247,28.8584,72.2684,68.9624,1.1873,0.7949,-1,98.393,-0.0826,0.3822,1
256,-22.1375,-64.0684,-132.1802,-1.8959,-1.423,1,41.0979,0.1369,0.2991,257,-25.4226,-73.1905,-151.1287,-1.8959,-1.423,1,41.0979,0.1369,0.2991,1
266,15.3687,-65.8804,-92.2768,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,267,17.6566,-75.2752,-105.461,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,1
266,15.3687,-65.8804,-92.2768,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,287,19.6422,-74.7349,-310.378,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,0.5
276,-22.2192,64.0414,-68.9568,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,277,-25.2672,73.2206,-78.758,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,1
286,17.2321,-65.3822,-271.5255,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,267,17.6566,-75.2752,-105.461,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,0.5
286,17.2321,-65.3822,-271.5255,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,287,19.6422,-74.7349,-310.378,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,1
296,38.6049,57.0162,-46.241,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,297,44.0732,65.2036,-52.8084,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,1
306,69.6093,1.405,6.6093,0.0342,0.0944,1,50.9965,-0.4252,0.0283,307,79.5833,1.5767,7.5523,0.0342,0.0944,1,50.9965,-0.4252,0.0283,1
316,21.0573,64.3588,138.8318,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,317,24.1887,73.5232,158.7579,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,1
326,4.9076,-68.6857,-201.5697,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,327,5.5496,-78.5123,-230.4309,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,1
336,-66.6436,-12.5376,-197.4333,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,337,-76.1624,-14.3214,-225.6845,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,1
346,-20.6635,-64.4636,239.2691,-1.8769,1.9762,1,80.4749,0.056,-0.2587,347,-23.675,-73.6552,273.4936,-1.8769,1.9762,1,80.4749,0.056,-0.2587,1
356,21.7414,-64.1779,96.8349,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,357,24.8085,-73.3538,110.6793,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,1
366,64.7338,19.6529,-34.2667,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,367,73.9962,22.4247,-39.1798,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,1
366,64.7338,19.6529,-34.2667,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,427,74.3368,21.1184,-22.245,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,0.5
376,32.0927,-61.3986,-258.9499,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,377,36.6404,-70.179,-295.9307,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,1
386,-52.6492,42.9739,15.0022,2.4596,0.2191,1,64.1436,0.2419,-0.0061,387,-60.0956,49.1845,17.1434,2.4596,0.2191,1,64.1436,0.2419,-0.0061,1
386,-52.6492,42.9739,15.0022,2.4596,0.2191,1,64.1436,0.2419,-0.0061,437,-61.1495,48.1306,110.9732,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,0.5
396,-25.211,-63.2494,-58.8894,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,57,-31.7567,-71.498,-33.9597,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,0.5
396,-25.211,-63.2494,-58.8894,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,397,-28.8036,-72.2796,-67.3037,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,1
406,-31.4498,61.5724,70.8182,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,407,-36.0208,70.3535,80.9635,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,1
416,-65.3544,-17.3318,-4.8982,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,237,-74.8591,-19.1762,-265.1339,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,0.5
416,-65.3544,-17.3318,-4.8982,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,417,-74.6524,-19.9569,-5.6404,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,1
426,65.0296,18.532,-19.4721,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,367,73.9962,22.4247,-39.1798,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,0.5
426,65.0296,18.532,-19.4721,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,427,74.3368,21.1184,-22.245,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,1
436,-53.4603,42.1548,97.0632,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,387,-60.0956,49.1845,17.1434,2.4596,0.2191,1,64.1436,0.2419,-0.0061,0.5
436,-53.4603,42.1548,97.0632,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,437,-61.1495,48.1306,110.9732,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,1
446,-2.8303,-69.2415,145.0064,-1.6112,1.4815,1,90.8681,0.273,0.4382,447,-3.3228,-79.1108,165.6204,-1.6112,1.4815,1,90.8681,0.273,0.4382,1
