Source,S_X,S_Y,S_Z,s_phi,s_eta,s_q,s_pt,s_d0,s_z0,Target,T_X,T_Y,T_Z,t_phi,t_eta,t_q,t_pt,t_d0,t_z0,weight
151,17.8105,-8.1606,-8.1052,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,152,26.7607,-12.1056,-12.0856,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,1
161,-19.9729,0.1042,51.0003,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,162,-29.962,0.1431,76.697,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,1
171,12.19,15.1246,-34.3009,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,172,18.3401,22.6461,-51.4153,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,1
171,12.19,15.1246,-34.3009,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,292,16.6403,24.3429,-19.9796,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,0.5
181,7.7236,-17.9283,-5.0342,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,182,11.6593,-26.8675,-7.3367,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,1
181,7.7236,-17.9283,-5.0342,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,372,13.6528,-26.3417,-110.8093,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,0.5
181,7.7236,-17.9283,-5.0342,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,472,11.1645,-27.0073,-51.0804,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,0.5
191,3.4315,19.0865,2.1755,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,192,4.9168,28.6815,3.3495,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,1
201,-12.4312,14.8866,-64.5779,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,202,-18.486,22.4919,-96.929,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,1
211,15.8347,-11.4893,-71.5154,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,212,23.8575,-17.127,-107.3997,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,1
221,-10.1314,17.1859,48.3989,2.128,1.6213,1,32.1308,-0.4172,-0.0841,222,-15.3119,25.6701,72.5642,2.128,1.6213,1,32.1308,-0.4172,-0.0841,1
221,-10.1314,17.1859,48.3989,2.128,1.6213,1,32.1308,-0.4172,-0.0841,402,-13.3046,26.4349,30.2905,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,0.5
231,-18.7265,-4.7442,-66.3509,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,232,-28.0957,-7.1183,-99.5006,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,1
231,-18.7265,-4.7442,-66.3509,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,332,-28.5826,-5.2757,-84.4002,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,0.5
231,-18.7265,-4.7442,-66.3509,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,412,-28.0709,-7.2198,-1.9308,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,0.5
241,7.3396,18.0321,17.5396,1.1873,0.7949,-1,98.393,-0.0826,0.3822,242,10.9555,27.0699,26.1184,1.1873,0.7949,-1,98.393,-0.0826,0.3822,1
241,7.3396,18.0321,17.5396,1.1873,0.7949,-1,98.393,-0.0826,0.3822,312,8.9387,27.6065,59.2083,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,0.5
251,-6.1013,-18.3633,-37.5178,-1.8959,-1.423,1,41.0979,0.1369,0.2991,52,-11.7602,-26.8499,-12.5544,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,0.5
251,-6.1013,-18.3633,-37.5178,-1.8959,-1.423,1,41.0979,0.1369,0.2991,252,-9.2588,-27.5231,-56.453,-1.8959,-1.423,1,41.0979,0.1369,0.2991,1
251,-6.1013,-18.3633,-37.5178,-1.8959,-1.423,1,41.0979,0.1369,0.2991,392,-10.6983,-27.1369,-25.1929,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,0.5
261,4.251,-18.8657,-26.4039,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,262,6.4323,-28.2768,-39.576,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,1
261,4.251,-18.8657,-26.4039,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,282,7.3282,-28.0369,-116.1008,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,0.5
271,-6.6568,18.2092,-19.908,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,62,-13.3962,26.4156,-3.4783,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,0.5
271,-6.6568,18.2092,-19.908,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,272,-9.8145,27.3736,-29.7306,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,1
281,4.786,-18.7155,-77.2337,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,262,6.4323,-28.2768,-39.576,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,0.5
281,4.786,-18.7155,-77.2337,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,282,7.3282,-28.0369,-116.1008,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,1
291,11.1298,16.1989,-13.4205,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,172,18.3401,22.6461,-51.4153,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,0.5
291,11.1298,16.1989,-13.4205,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,292,16.6403,24.3429,-19.9796,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,1
301,19.9404,0.212,1.9128,0.0342,0.0944,1,50.9965,-0.4252,0.0283,302,29.8671,0.4954,2.8515,0.0342,0.0944,1,50.9965,-0.4252,0.0283,1
311,6.0088,18.3894,39.3091,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,242,10.9555,27.0699,26.1184,1.1873,0.7949,-1,98.393,-0.0826,0.3822,0.5
311,6.0088,18.3894,39.3091,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,312,8.9387,27.6065,59.2083,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,1
321,1.3814,-19.6331,-57.4338,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,2,-0.693,-29.8162,-18.9948,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,0.5
321,1.3814,-19.6331,-57.4338,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,322,2.1283,-29.428,-86.2241,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,1
331,-19.0805,-3.4304,-56.1632,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,232,-28.0957,-7.1183,-99.5006,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,0.5
331,-19.0805,-3.4304,-56.1632,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,332,-28.5826,-5.2757,-84.4002,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,1
331,-19.0805,-3.4304,-56.1632,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,412,-28.0709,-7.2198,-1.9308,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,0.5
341,-5.8,-18.4464,68.1613,-1.8769,1.9762,1,80.4749,0.056,-0.2587,342,-8.7459,-27.655,102.3713,-1.8769,1.9762,1,80.4749,0.056,-0.2587,1
351,6.1028,-18.3652,27.5634,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,352,9.2701,-27.516,41.4201,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,1
361,18.5024,5.6192,-9.7148,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,142,27.2464,10.2708,-73.5844,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,0.5
361,18.5024,5.6192,-9.7148,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,362,27.7336,8.4479,-14.6211,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,1
361,18.5024,5.6192,-9.7148,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,422,27.8381,8.0533,-8.3805,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,0.5
371,8.9796,-17.5923,-73.7125,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,182,11.6593,-26.8675,-7.3367,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,0.5
371,8.9796,-17.5923,-73.7125,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,372,13.6528,-26.3417,-110.8093,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,1
371,8.9796,-17.5923,-73.7125,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,472,11.1645,-27.0073,-51.0804,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,0.5
381,-15.2317,12.0993,4.2893,2.4596,0.2191,1,64.1436,0.2419,-0.0061,382,-22.7323,18.2441,6.4306,2.4596,0.2191,1,64.1436,0.2419,-0.0061,1
381,-15.2317,12.0993,4.2893,2.4596,0.2191,1,64.1436,0.2419,-0.0061,432,-22.8194,18.1593,41.4726,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,0.5
391,-7.0388,-18.1214,-16.7688,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,52,-11.7602,-26.8499,-12.5544,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,0.5
391,-7.0388,-18.1214,-16.7688,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,252,-9.2588,-27.5231,-56.453,-1.8959,-1.423,1,41.0979,0.1369,0.2991,0.5
391,-7.0388,-18.1214,-16.7688,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,392,-10.6983,-27.1369,-25.1929,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,1
401,-8.8006,17.6428,20.1666,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,222,-15.3119,25.6701,72.5642,2.128,1.6213,1,32.1308,-0.4172,-0.0841,0.5
401,-8.8006,17.6428,20.1666,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,402,-13.3046,26.4349,30.2905,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,1
411,-18.7207,-4.7871,-1.1886,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,232,-28.0957,-7.1183,-99.5006,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,0.5
411,-18.7207,-4.7871,-1.1886,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,332,-28.5826,-5.2757,-84.4002,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,0.5
411,-18.7207,-4.7871,-1.1886,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,412,-28.0709,-7.2198,-1.9308,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,1
421,18.5497,5.4003,-5.6076,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,142,27.2464,10.2708,-73.5844,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,0.5
421,18.5497,5.4003,-5.6076,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,362,27.7336,8.4479,-14.6211,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,0.5
421,18.5497,5.4003,-5.6076,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,422,27.8381,8.0533,-8.3805,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,1
431,-15.1881,12.1374,27.5872,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,382,-22.7323,18.2441,6.4306,2.4596,0.2191,1,64.1436,0.2419,-0.0061,0.5
431,-15.1881,12.1374,27.5872,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,432,-22.8194,18.1593,41.4726,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,1
441,-0.5537,-19.8541,41.869,-1.6112,1.4815,1,90.8681,0.273,0.4382,42,-3.9896,-28.92,10.7715,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,0.5
441,-0.5537,-19.8541,41.869,-1.6112,1.4815,1,90.8681,0.273,0.4382,442,-0.9843,-29.7392,62.51,-1.6112,1.4815,1,90.8681,0.273,0.4382,1
451,19.1501,-3.1608,16.2777,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,452,28.7307,-4.7424,24.6328,-0.1597,0.7792,1,72.0502,-0.0449,-0.4227,1
461,16.2881,11.0232,29.5294,0.6022,1.1816,1,90.4204,-0.118,0.493,462,24.4161,16.5728,44.06,0.6022,1.1816,1,90.4204,-0.118,0.493,1
471,7.3924,-18.0204,-34.1563,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,182,11.6593,-26.8675,-7.3367,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,0.5
471,7.3924,-18.0204,-34.1563,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,372,13.6528,-26.3417,-110.8093,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,0.5
471,7.3924,-18.0204,-34.1563,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,472,11.1645,-27.0073,-51.0804,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,1
481,-3.2886,-19.1146,19.733,-1.74,0.8824,1,33.7624,0.0426,0.3085,42,-3.9896,-28.92,10.7715,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,0.5
481,-3.2886,-19.1146,19.733,-1.74,0.8824,1,33.7624,0.0426,0.3085,482,-5.0017,-28.6598,29.4452,-1.74,0.8824,1,33.7624,0.0426,0.3085,1
491,18.5421,-5.4287,48.5565,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,492,27.8277,-8.1026,72.8018,-0.2833,1.6506,-1,97.0001,-0.0522,0.0797,1
2,-0.693,-29.8162,-18.9948,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,3,-0.9483,-39.7538,-25.3337,-1.6049,-0.6008,-1,48.2712,0.2156,0.022,1
12,28.3284,-6.2305,-34.7727,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,13,37.7654,-8.3332,-46.3975,-0.2104,-1.0175,1,44.7012,-0.0664,0.1016,1
22,-25.5574,-15.4219,36.7674,-2.6051,1.043,1,95.3282,0.2467,-0.3234,23,-34.1552,-20.4854,49.1661,-2.6051,1.043,1,95.3282,0.2467,-0.3234,1
32,-20.0232,20.9636,31.5457,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,33,-26.7353,27.8965,42.0719,2.3359,0.9442,-1,96.1558,-0.1284,-0.0772,1
42,-3.9896,-28.92,10.7715,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,43,-5.2935,-38.5775,14.5167,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,1
42,-3.9896,-28.92,10.7715,-1.7008,0.3754,1,95.0248,-0.1536,-0.4481,483,-6.7448,-38.1889,39.1469,-1.74,0.8824,1,33.7624,0.0426,0.3085,0.5
52,-11.7602,-26.8499,-12.5544,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,53,-15.7014,-35.7904,-16.8294,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,1
52,-11.7602,-26.8499,-12.5544,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,253,-12.4392,-36.6678,-75.3747,-1.8959,-1.423,1,41.0979,0.1369,0.2991,0.5
52,-11.7602,-26.8499,-12.5544,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,393,-14.3453,-36.1574,-33.617,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,0.5
62,-13.3962,26.4156,-3.4783,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,63,-17.7413,35.2517,-4.7625,2.0232,-0.1301,-1,87.7568,0.4422,0.3841,1
72,-1.4483,29.6079,-19.1617,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,73,-2.0427,39.4542,-25.3976,1.6236,-0.5962,-1,53.674,-0.2113,-0.422,1
82,-17.2416,-23.7337,-38.5056,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,83,-22.9957,-31.6509,-51.4525,-2.1919,-1.0923,1,53.9956,-0.1172,0.299,1
92,-28.1154,7.0098,4.9215,2.8781,0.1689,-1,79.7089,0.493,0.0055,93,-37.4657,9.4826,6.5626,2.8781,0.1689,-1,79.7089,0.493,0.0055,1
102,-26.5132,12.9949,3.8375,2.6946,0.1218,1,50.0725,-0.1572,0.232,103,-35.3539,17.3197,5.0394,2.6946,0.1218,1,50.0725,-0.1572,0.232,1
112,-8.3327,27.7702,109.6107,1.8562,2.0357,-1,64.5824,0.101,0.4918,113,-11.1091,37.0231,145.9692,1.8562,2.0357,-1,64.5824,0.101,0.4918,1
122,4.0984,-28.8989,16.1751,-1.417,0.5183,1,51.781,-0.2816,0.3608,123,5.5159,-38.5281,21.449,-1.417,0.5183,1,51.781,-0.2816,0.3608,1
122,4.0984,-28.8989,16.1751,-1.417,0.5183,1,51.781,-0.2816,0.3608,133,3.4464,-39.0818,89.0855,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,0.5
132,2.7295,-29.2693,66.6696,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,123,5.5159,-38.5281,21.449,-1.417,0.5183,1,51.781,-0.2816,0.3608,0.5
132,2.7295,-29.2693,66.6696,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,133,3.4464,-39.0818,89.0855,-1.4872,1.5616,1,37.5942,0.4109,-0.3033,1
142,27.2464,10.2708,-73.5844,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,143,36.2889,13.8471,-98.0153,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,1
142,27.2464,10.2708,-73.5844,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,363,36.9813,11.2683,-19.5342,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,0.5
142,27.2464,10.2708,-73.5844,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,423,37.1303,10.693,-11.1534,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,0.5
152,26.7607,-12.1056,-12.0856,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,153,35.7038,-16.0321,-16.0605,-0.4188,-0.3965,-1,78.7921,-0.2413,-0.1329,1
162,-29.962,0.1431,76.697,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,163,-39.951,0.1939,102.3937,3.1406,1.6738,1,98.3096,-0.0616,-0.3791,1
172,18.3401,22.6461,-51.4153,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,173,24.4695,30.1655,-68.5037,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,1
172,18.3401,22.6461,-51.4153,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,293,22.141,32.4935,-26.5387,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,0.5
182,11.6593,-26.8675,-7.3367,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,183,15.5886,-35.8255,-9.6426,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,1
182,11.6593,-26.8675,-7.3367,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,373,18.3001,-35.0961,-147.877,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,0.5
182,11.6593,-26.8675,-7.3367,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,473,14.9704,-35.9881,-68.0176,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,0.5
192,4.9168,28.6815,3.3495,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,193,6.387,38.2939,4.5252,1.4127,0.1206,-1,62.2537,-0.4185,-0.1687,1
202,-18.486,22.4919,-96.929,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,203,-24.5345,30.1076,-129.2943,2.2461,-1.9173,1,96.7588,0.4194,-0.0483,1
212,23.8575,-17.127,-107.3997,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,213,31.9115,-22.734,-143.313,-0.6235,-2.0087,-1,25.9772,-0.1676,0.0797,1
222,-15.3119,25.6701,72.5642,2.128,1.6213,1,32.1308,-0.4172,-0.0841,223,-20.4648,34.1777,96.7432,2.128,1.6213,1,32.1308,-0.4172,-0.0841,1
222,-15.3119,25.6701,72.5642,2.128,1.6213,1,32.1308,-0.4172,-0.0841,403,-17.8249,35.2305,40.4251,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,0.5
232,-28.0957,-7.1183,-99.5006,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,233,-37.4535,-9.5033,-132.6215,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,1
232,-28.0957,-7.1183,-99.5006,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,333,-38.0966,-7.1104,-112.6656,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,0.5
232,-28.0957,-7.1183,-99.5006,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,413,-37.4109,-9.6911,-2.6729,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,0.5
242,10.9555,27.0699,26.1184,1.1873,0.7949,-1,98.393,-0.0826,0.3822,243,14.5569,36.1014,34.6872,1.1873,0.7949,-1,98.393,-0.0826,0.3822,1
242,10.9555,27.0699,26.1184,1.1873,0.7949,-1,98.393,-0.0826,0.3822,313,11.9081,36.8109,79.1074,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,0.5
252,-9.2588,-27.5231,-56.453,-1.8959,-1.423,1,41.0979,0.1369,0.2991,53,-15.7014,-35.7904,-16.8294,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,0.5
252,-9.2588,-27.5231,-56.453,-1.8959,-1.423,1,41.0979,0.1369,0.2991,253,-12.4392,-36.6678,-75.3747,-1.8959,-1.423,1,41.0979,0.1369,0.2991,1
252,-9.2588,-27.5231,-56.453,-1.8959,-1.423,1,41.0979,0.1369,0.2991,393,-14.3453,-36.1574,-33.617,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,0.5
262,6.4323,-28.2768,-39.576,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,263,8.6346,-37.6829,-52.7482,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,1
262,6.4323,-28.2768,-39.576,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,283,9.8433,-37.3619,-154.9533,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,0.5
272,-9.8145,27.3736,-29.7306,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,273,-12.9448,36.5251,-39.5318,1.9082,-0.8908,1,50.1526,0.2963,-0.2629,1
282,7.3282,-28.0369,-116.1008,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,263,8.6346,-37.6829,-52.7482,-1.3486,-1.1166,-1,50.605,-0.0543,-0.0354,0.5
282,7.3282,-28.0369,-116.1008,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,283,9.8433,-37.3619,-154.9533,-1.2975,-2.1002,1,40.0025,-0.3884,0.4569,1
292,16.6403,24.3429,-19.9796,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,173,24.4695,30.1655,-68.5037,0.8816,-1.3316,-1,74.0422,0.1815,-0.085,0.5
292,16.6403,24.3429,-19.9796,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,293,22.141,32.4935,-26.5387,0.9729,-0.6255,-1,95.0663,-0.1047,-0.3105,1
302,29.8671,0.4954,2.8515,0.0342,0.0944,1,50.9965,-0.4252,0.0283,303,39.8093,0.7568,3.7917,0.0342,0.0944,1,50.9965,-0.4252,0.0283,1
312,8.9387,27.6065,59.2083,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,243,14.5569,36.1014,34.6872,1.1873,0.7949,-1,98.393,-0.0826,0.3822,0.5
312,8.9387,27.6065,59.2083,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,313,11.9081,36.8109,79.1074,1.2738,1.4691,1,26.1918,-0.2803,-0.4891,1
322,2.1283,-29.428,-86.2241,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,323,2.8547,-39.2341,-115.0427,-1.4893,-1.7963,1,52.6559,-0.1795,0.2461,1
332,-28.5826,-5.2757,-84.4002,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,233,-37.4535,-9.5033,-132.6215,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,0.5
332,-28.5826,-5.2757,-84.4002,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,333,-38.0966,-7.1104,-112.6656,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,1
332,-28.5826,-5.2757,-84.4002,-2.9465,-1.7919,1,85.7707,-0.3082,0.3817,413,-37.4109,-9.6911,-2.6729,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,0.5
342,-8.7459,-27.655,102.3713,-1.8769,1.9762,1,80.4749,0.056,-0.2587,343,-11.706,-36.8634,136.5958,-1.8769,1.9762,1,80.4749,0.056,-0.2587,1
352,9.2701,-27.516,41.4201,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,353,12.4178,-36.6736,55.2769,-1.2323,1.1559,1,52.9243,-0.3015,-0.1256,1
362,27.7336,8.4479,-14.6211,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,143,36.2889,13.8471,-98.0153,0.3705,-1.6518,-1,64.2611,-0.3674,-0.431,0.5
362,27.7336,8.4479,-14.6211,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,363,36.9813,11.2683,-19.5342,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,1
362,27.7336,8.4479,-14.6211,0.3006,-0.4885,1,85.4959,-0.0864,0.1114,423,37.1303,10.693,-11.1534,0.2818,-0.2833,1,78.3917,0.0566,-0.0618,0.5
372,13.6528,-26.3417,-110.8093,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,183,15.5886,-35.8255,-9.6426,-1.1526,-0.2336,1,82.9136,-0.1953,-0.4328,0.5
372,13.6528,-26.3417,-110.8093,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,373,18.3001,-35.0961,-147.877,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,1
372,13.6528,-26.3417,-110.8093,-1.0739,-2.0296,1,45.5045,-0.4422,0.1332,473,14.9704,-35.9881,-68.0176,-1.182,-1.3192,-1,32.901,-0.0573,-0.334,0.5
382,-22.7323,18.2441,6.4306,2.4596,0.2191,1,64.1436,0.2419,-0.0061,383,-30.2335,24.4115,8.5751,2.4596,0.2191,1,64.1436,0.2419,-0.0061,1
382,-22.7323,18.2441,6.4306,2.4596,0.2191,1,64.1436,0.2419,-0.0061,433,-30.4663,24.1752,55.3702,2.4698,1.1544,-1,76.4496,-0.0765,-0.1835,0.5
392,-10.6983,-27.1369,-25.1929,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,53,-15.7014,-35.7904,-16.8294,-1.9757,-0.4247,1,38.7031,-0.1027,0.2707,0.5
392,-10.6983,-27.1369,-25.1929,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,253,-12.4392,-36.6678,-75.3747,-1.8959,-1.423,1,41.0979,0.1369,0.2991,0.5
392,-10.6983,-27.1369,-25.1929,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,393,-14.3453,-36.1574,-33.617,-1.9599,-0.7832,-1,81.4056,0.3342,0.0599,1
402,-13.3046,26.4349,30.2905,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,223,-20.4648,34.1777,96.7432,2.128,1.6213,1,32.1308,-0.4172,-0.0841,0.5
402,-13.3046,26.4349,30.2905,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,403,-17.8249,35.2305,40.4251,2.041,0.8988,-1,87.9777,-0.1726,-0.0382,1
412,-28.0709,-7.2198,-1.9308,-2.8974,-0.0767,-1,27.234,0.0385,0.2957,233,-37.4535,-9.5033,-132.6215,-2.8969,-1.9462,-1,80.5046,0.0396,-0.0947,0.5
