x,y,z,N_side,N_layer,t_label,p_label,phi,eta,q,pt,d0,z0
79.45763451964864,-39.92696669487336,315.66507715802777,11,9,T32,P2276,-0.5427302118776494,1.964933444558278,-1,66.09823074089888,0.06156692305419431,0.055928046450786195
88.01589186021985,-44.89845055254719,350.2777959501709,11,10,T32,P2277,-0.5427302118776494,1.964933444558278,-1,66.09823074089888,0.06156692305419431,0.055928046450786195
-0.44114875318019015,-9.892765567207535,-71.05595996634574,8,1,T33,P2319,-2.511883150345078,-2.2618334571695735,-1,83.42469795703713,0.07732804547362504,-0.41699924605610794
-10.42195143782167,-17.191808856763885,-129.76803068781564,7,2,T33,P2320,-2.511883150345078,-2.2618334571695735,-1,83.42469795703713,0.07732804547362504,-0.41699924605610794
-18.14838405337754,-22.860431199517983,-175.2698854969548,7,3,T33,P2321,-2.511883150345078,-2.2618334571695735,-1,83.42469795703713,0.07732804547362504,-0.41699924605610794
-25.867254176233264,-28.539346963466034,-220.77174030609396,7,4,T33,P2322,-2.511883150345078,-2.2618334571695735,-1,83.42469795703713,0.07732804547362504,-0.41699924605610794
-33.82714433868359,-34.41227886511576,-267.74139688326983,7,5,T33,P2323,-2.511883150345078,-2.2618334571695735,-1,83.42469795703713,0.07732804547362504,-0.41699924605610794
-41.77892679767297,-40.29618371178009,-314.7110534604458,7,6,T33,P2324,-2.511883150345078,-2.2618334571695735,-1,83.42469795703713,0.07732804547362504,-0.41699924605610794
-49.722586426682305,-46.19105031062215,-361.6807100376216,7,7,T33,P2325,-2.511883150345078,-2.2618334571695735,-1,83.42469795703713,0.07732804547362504,-0.41699924605610794
-57.41023710520457,-51.91215748253606,-407.18256484676084,7,8,T33,P2326,-2.511883150345078,-2.2618334571695735,-1,83.42469795703713,0.07732804547362504,-0.41699924605610794
-65.09025536916316,-57.64350633710617,-452.6844196559,7,9,T33,P2327,-2.511883150345078,-2.2618334571695735,-1,83.42469795703713,0.07732804547362504,-0.41699924605610794
-73.0099668525765,-63.57050815414471,-499.65407623307584,7,10,T33,P2328,-2.511883150345078,-2.2618334571695735,-1,83.42469795703713,0.07732804547362504,-0.41699924605610794
5.667454682027622,-7.816263000094534,1.0469574952935397,10,1,T34,P2338,-1.385242477550142,-1.9059801291700325,1,88.05844956796486,0.04133203427462784,0.29749350742515546
7.5012660923003835,-17.684153784734665,-31.960794739011767,9,2,T34,P2339,-1.385242477550142,-1.9059801291700325,1,88.05844956796486,0.04133203427462784,0.29749350742515546
9.321951912904316,-27.554474750573807,-64.96854697331707,9,3,T34,P2340,-1.385242477550142,-1.9059801291700325,1,88.05844956796486,0.04133203427462784,0.29749350742515546
11.051250839706526,-36.99789852357818,-96.54117954526127,9,4,T34,P2341,-1.385242477550142,-1.9059801291700325,1,88.05844956796486,0.04133203427462784,0.29749350742515546
12.84636881720209,-46.872901524736236,-129.54893177956657,9,5,T34,P2342,-1.385242477550142,-1.9059801291700325,1,88.05844956796486,0.04133203427462784,0.29749350742515546
14.55116630820028,-56.32077924197512,-161.12156435151078,9,6,T34,P2343,-1.385242477550142,-1.9059801291700325,1,88.05844956796486,0.04133203427462784,0.29749350742515546
16.243981132121817,-65.77081129573664,-192.694196923455,9,7,T34,P2344,-1.385242477550142,-1.9059801291700325,1,88.05844956796486,0.04133203427462784,0.29749350742515546
17.924810566587368,-75.22298248850745,-224.26682949539918,9,8,T34,P2345,-1.385242477550142,-1.9059801291700325,1,88.05844956796486,0.04133203427462784,0.29749350742515546
19.593651908491687,-84.67727761933361,-255.83946206734345,9,9,T34,P2346,-1.385242477550142,-1.9059801291700325,1,88.05844956796486,0.04133203427462784,0.29749350742515546
21.25050247400911,-94.13368148384556,-287.4120946392876,9,10,T34,P2347,-1.385242477550142,-1.9059801291700325,1,88.05844956796486,0.04133203427462784,0.29749350742515546
9.2854423516815,1.8215770172558776,57.169307946488324,0,1,T35,P2369,0.22773885075306177,1.5124957130058378,1,94.39490294285635,-0.0031634632001150687,0.3675323901068377
19.116451966406085,4.0815045211383,78.94644814467983,0,2,T35,P2370,0.22773885075306177,1.5124957130058378,1,94.39490294285635,-0.0031634632001150687,0.3675323901068377
28.33556270399692,6.1891104869250295,99.36251708048438,0,3,T35,P2371,0.22773885075306177,1.5124957130058378,1,94.39490294285635,-0.0031634632001150687,0.3675323901068377
37.55713411339181,8.285923888352931,119.77858601628894,0,4,T35,P2372,0.22773885075306177,1.5124957130058378,1,94.39490294285635,-0.0031634632001150687,0.3675323901068377
47.39615723949508,10.510703943014295,141.55572621448044,0,5,T35,P2373,0.22773885075306177,1.5124957130058378,1,94.39490294285635,-0.0031634632001150687,0.3675323901068377
56.62274104530922,12.585350171474516,161.971795150285,0,6,T35,P2374,0.22773885075306177,1.5124957130058378,1,94.39490294285635,-0.0031634632001150687,0.3675323901068377
65.85174693789425,14.649195110807627,182.3878640860895,0,7,T35,P2375,0.22773885075306177,1.5124957130058378,1,94.39490294285635,-0.0031634632001150687,0.3675323901068377
75.69865791798328,16.838799302851484,204.16500428428105,0,8,T35,P2376,0.22773885075306177,1.5124957130058378,1,94.39490294285635,-0.0031634632001150687,0.3675323901068377
84.93259695629169,18.88045929799879,224.5810732200856,0,9,T35,P2377,0.22773885075306177,1.5124957130058378,1,94.39490294285635,-0.0031634632001150687,0.3675323901068377
94.16891946540406,20.911309417195845,244.99714215589015,0,10,T35,P2378,0.22773885075306177,1.5124957130058378,1,94.39490294285635,-0.0031634632001150687,0.3675323901068377
-5.4813177181616615,-8.221867456458321,12.156700403732316,7,1,T36,P2424,2.880204729466957,2.1278897934940564,-1,91.49235270060566,0.09358348831198626,-0.009657388841281311
-18.757646927959026,-4.688418828005854,69.02060398446093,6,2,T36,P2425,2.880204729466957,2.1278897934940564,-1,91.49235270060566,0.09358348831198626,-0.009657388841281311
-29.655656349430473,-1.8065580685235958,115.67816589685363,6,3,T36,P2426,2.880204729466957,2.1278897934940564,-1,91.49235270060566,0.09358348831198626,-0.009657388841281311
-39.87628141855762,0.8809991678133913,159.4196301897218,5,4,T36,P2427,2.880204729466957,2.1278897934940564,-1,91.49235270060566,0.09358348831198626,-0.009657388841281311
-49.07792063346838,3.288070513756222,198.78694805330315,5,5,T36,P2428,2.880204729466957,2.1278897934940564,-1,91.49235270060566,0.09358348831198626,-0.009657388841281311
-58.282470403063684,5.683987925708258,238.15426591688447,5,6,T36,P2429,2.880204729466957,2.1278897934940564,-1,91.49235270060566,0.09358348831198626,-0.009657388841281311
-67.83097882560737,8.156898092193552,278.97963259022805,5,7,T36,P2430,2.880204729466957,2.1278897934940564,-1,91.49235270060566,0.09358348831198626,-0.009657388841281311
-77.38258076270317,10.617832512740135,319.8049992635717,5,8,T36,P2431,2.880204729466957,2.1278897934940564,-1,91.49235270060566,0.09358348831198626,-0.009657388841281311
-86.25468224803326,12.892259339692062,357.7142683173908,5,9,T36,P2432,2.880204729466957,2.1278897934940564,-1,91.49235270060566,0.09358348831198626,-0.009657388841281311
-95.8122078285454,15.330086766894793,398.53963499073444,5,10,T36,P2433,2.880204729466957,2.1278897934940564,-1,91.49235270060566,0.09358348831198626,-0.009657388841281311
-0.7037908835994477,9.573932860332045,32.53405861304063,3,1,T37,P2439,2.5635444589445147,1.19554751123292,1,95.97488084099949,-0.07631823214373457,0.23794999939308314
-11.140036167077561,16.404066707869507,51.260612913895585,4,2,T37,P2440,2.5635444589445147,1.19554751123292,1,95.97488084099949,-0.07631823214373457,0.23794999939308314
-19.481572793146896,21.879555562802988,66.24185635457958,4,3,T37,P2441,2.5635444589445147,1.19554751123292,1,95.97488084099949,-0.07631823214373457,0.23794999939308314
-27.816481743654077,27.365127936893728,81.22309979526354,4,4,T37,P2442,2.5635444589445147,1.19554751123292,1,95.97488084099949,-0.07631823214373457,0.23794999939308314
-36.14475082931462,32.860775807835466,96.2043432359475,4,5,T37,P2443,2.5635444589445147,1.19554751123292,1,95.97488084099949,-0.07631823214373457,0.23794999939308314
-44.466367870567026,38.36649113859458,111.18558667663147,4,6,T37,P2444,2.5635444589445147,1.19554751123292,1,95.97488084099949,-0.07631823214373457,0.23794999939308314
-52.0886396164004,43.422268868575586,124.91839316392512,4,7,T37,P2445,2.5635444589445147,1.19554751123292,1,95.97488084099949,-0.07631823214373457,0.23794999939308314
-60.39747285560656,48.94725761757064,139.89963660460907,4,8,T37,P2446,2.5635444589445147,1.19554751123292,1,95.97488084099949,-0.07631823214373457,0.23794999939308314
-68.69961858232949,54.48229030091686,154.88088004529305,4,9,T37,P2447,2.5635444589445147,1.19554751123292,1,95.97488084099949,-0.07631823214373457,0.23794999939308314
-76.30405696942462,59.56485184399478,168.6136865325867,4,10,T37,P2448,2.5635444589445147,1.19554751123292,1,95.97488084099949,-0.07631823214373457,0.23794999939308314
9.192734784147397,2.446851219144505,-11.305607700908904,0,1,T38,P2474,0.23748039426756362,-2.393270101838503,-1,37.61148986648242,0.0020150224593303845,0.403257977092389
18.68994223110989,4.790455601545213,-64.41219612277521,0,2,T38,P2475,0.23748039426756362,-2.393270101838503,-1,37.61148986648242,0.0020150224593303845,0.403257977092389
28.180016252778554,7.162780590895908,-117.51878454464152,0,3,T38,P2476,0.23748039426756362,-2.393270101838503,-1,37.61148986648242,0.0020150224593303845,0.403257977092389
37.39956223344378,9.496696222647161,-169.15018995478934,0,4,T38,P2477,0.23748039426756362,-2.393270101838503,-1,37.61148986648242,0.0020150224593303845,0.403257977092389
46.875313131827944,11.925600765923265,-222.25677837665566,0,5,T38,P2478,0.23748039426756362,-2.393270101838503,-1,37.61148986648242,0.0020150224593303845,0.403257977092389
56.08075650928149,14.314534103258039,-273.8881837868034,0,6,T38,P2479,0.23748039426756362,-2.393270101838503,-1,37.61148986648242,0.0020150224593303845,0.403257977092389
65.54184680597079,16.79993169514148,-326.9947722086697,0,7,T38,P2480,0.23748039426756362,-2.393270101838503,-1,37.61148986648242,0.0020150224593303845,0.403257977092389
74.99537488415774,19.31393998207639,-380.1013606305361,0,8,T38,P2481,0.23748039426756362,-2.393270101838503,-1,37.61148986648242,0.0020150224593303845,0.403257977092389
84.17897969725898,21.78549675919457,-431.7327660406838,0,9,T38,P2482,0.23748039426756362,-2.393270101838503,-1,37.61148986648242,0.0020150224593303845,0.403257977092389
93.35526143318242,24.28410512560386,-483.36417145083163,0,10,T38,P2483,0.23748039426756362,-2.393270101838503,-1,37.61148986648242,0.0020150224593303845,0.403257977092389
0.2944624266589027,-9.801961990693702,95.2595373853447,9,1,T39,P2576,-1.2163915445472924,2.325363091617634,1,84.68436718269822,-0.031194849108148737,0.481681052038448
3.7036137107052967,-19.070815579347272,145.29418407818838,9,2,T39,P2577,-1.2163915445472924,2.325363091617634,1,84.68436718269822,-0.031194849108148737,0.481681052038448
7.0004561605493265,-28.07147500211057,193.85722351536015,9,3,T39,P2578,-1.2163915445472924,2.325363091617634,1,84.68436718269822,-0.031194849108148737,0.481681052038448
10.384818471904092,-37.34940853866027,243.89187020820378,9,4,T39,P2579,-1.2163915445472924,2.325363091617634,1,84.68436718269822,-0.031194849108148737,0.481681052038448
13.657614688478704,-46.35883943680505,292.4549096453756,9,5,T39,P2580,-1.2163915445472924,2.325363091617634,1,84.68436718269822,-0.031194849108148737,0.481681052038448
16.918520697235316,-55.37258073471922,341.0179490825473,9,6,T39,P2581,-1.2163915445472924,2.325363091617634,1,84.68436718269822,-0.031194849108148737,0.481681052038448
20.265839622064036,-64.66394312021677,391.052595775391,9,7,T39,P2582,-1.2163915445472924,2.325363091617634,1,84.68436718269822,-0.031194849108148737,0.481681052038448
23.502664593116226,-73.68635988571974,439.6156352125627,9,8,T39,P2583,-1.2163915445472924,2.325363091617634,1,84.68436718269822,-0.031194849108148737,0.481681052038448
26.727582253653495,-82.71303957796711,488.17867464973455,9,9,T39,P2584,-1.2163915445472924,2.325363091617634,1,84.68436718269822,-0.031194849108148737,0.481681052038448
30.03780450930193,-92.01768291241908,538.2133213425783,9,10,T39,P2585,-1.2163915445472924,2.325363091617634,1,84.68436718269822,-0.031194849108148737,0.481681052038448
7.463074497011106,-6.1935724800328,-0.29306362798008534,10,1,T40,P2648,-1.224897905642291,-2.050118148362834,1,68.53449640417168,0.049271237975883175,0.31631219057741233
11.045967034266349,-16.208167843618483,-40.92396886435268,10,2,T40,P2649,-1.224897905642291,-2.050118148362834,1,68.53449640417168,0.049271237975883175,0.31631219057741233
14.610775320458957,-26.229214750631495,-81.55487410072526,9,3,T40,P2650,-1.224897905642291,-2.050118148362834,1,68.53449640417168,0.049271237975883175,0.31631219057741233
17.77836798647946,-35.1819963780372,-117.8324680617722,9,4,T40,P2651,-1.224897905642291,-2.050118148362834,1,68.53449640417168,0.049271237975883175,0.31631219057741233
21.05733249824599,-44.498299582173374,-155.56116578126105,9,5,T40,P2652,-1.224897905642291,-2.050118148362834,1,68.53449640417168,0.049271237975883175,0.31631219057741233
24.195432317276026,-53.46146150705524,-191.83875974230799,9,6,T40,P2653,-1.224897905642291,-2.050118148362834,1,68.53449640417168,0.049271237975883175,0.31631219057741233
27.443746616054398,-62.788495719569255,-229.56745746179683,9,7,T40,P2654,-1.224897905642291,-2.050118148362834,1,68.53449640417168,0.049271237975883175,0.31631219057741233
30.552396710014165,-71.76191406260797,-265.84505142284377,9,8,T40,P2655,-1.224897905642291,-2.050118148362834,1,68.53449640417168,0.049271237975883175,0.31631219057741233
33.646540894194345,-80.74034454534488,-302.12264538389076,9,9,T40,P2656,-1.224897905642291,-2.050118148362834,1,68.53449640417168,0.049271237975883175,0.31631219057741233
36.849115322947874,-90.08318297985458,-339.85134310337963,9,10,T40,P2657,-1.224897905642291,-2.050118148362834,1,68.53449640417168,0.049271237975883175,0.31631219057741233
3.8202760300252985,8.948146988215536,63.8133878327442,2,1,T41,P2725,0.6553363573533852,2.318304490622529,1,80.15455617036142,0.04771551599614954,0.2114837157628089
11.948924946385342,15.170841069729134,115.30564883192405,1,2,T41,P2726,0.6553363573533852,2.318304490622529,1,80.15455617036142,0.04771551599614954,0.2114837157628089
19.854178740243402,21.2041631456898,165.3267023739845,1,3,T41,P2727,0.6553363573533852,2.318304490622529,1,80.15455617036142,0.04771551599614954,0.2114837157628089
27.535252623750445,27.049107211937564,213.87654845892547,1,4,T41,P2728,0.6553363573533852,2.318304490622529,1,80.15455617036142,0.04771551599614954,0.2114837157628089
35.22448839035425,32.88330985386167,262.4263945438665,1,5,T41,P2729,0.6553363573533852,2.318304490622529,1,80.15455617036142,0.04771551599614954,0.2114837157628089
43.15527934725274,38.88302381500728,312.4474480859269,1,6,T41,P2730,0.6553363573533852,2.318304490622529,1,80.15455617036142,0.04771551599614954,0.2114837157628089
50.861092844688315,44.69531299262066,360.9972941708679,1,7,T41,P2731,0.6553363573533852,2.318304490622529,1,80.15455617036142,0.04771551599614954,0.2114837157628089
58.5750225598355,50.49682619963977,409.54714025580887,1,8,T41,P2732,0.6553363573533852,2.318304490622529,1,80.15455617036142,0.04771551599614954,0.2114837157628089
66.53120780044496,56.46282395648618,459.56819379786936,1,9,T41,P2733,0.6553363573533852,2.318304490622529,1,80.15455617036142,0.04771551599614954,0.2114837157628089
74.26162208562295,62.24235353258246,508.1180398828103,1,10,T41,P2734,0.6553363573533852,2.318304490622529,1,80.15455617036142,0.04771551599614954,0.2114837157628089
9.542865065936498,2.1886582652172817,-17.060878732850902,0,1,T42,P2735,-0.972792549240074,-1.3753112171911195,-1,86.38339492726635,0.09117981913952045,-0.10461652460178572
17.585141167711555,-9.58099860292934,-43.457783823540225,11,2,T42,P2736,-0.972792549240074,-1.3753112171911195,-1,86.38339492726635,0.09117981913952045,-0.10461652460178572
23.228248435430906,-17.810508998454992,-61.93561738702275,10,3,T42,P2737,-0.972792549240074,-1.3753112171911195,-1,86.38339492726635,0.09117981913952045,-0.10461652460178572
28.882408076618425,-26.032429682639076,-80.41345095050528,10,4,T42,P2738,-0.972792549240074,-1.3753112171911195,-1,86.38339492726635,0.09117981913952045,-0.10461652460178572
34.1425584906627,-33.660280888201214,-97.57143925945334,10,5,T42,P2739,-0.972792549240074,-1.3753112171911195,-1,86.38339492726635,0.09117981913952045,-0.10461652460178572
39.818004605670154,-41.867522403950076,-116.04927282293586,10,6,T42,P2740,-0.972792549240074,-1.3753112171911195,-1,86.38339492726635,0.09117981913952045,-0.10461652460178572
45.50447314368227,-50.06713077681672,-134.5271063864184,10,7,T42,P2741,-0.972792549240074,-1.3753112171911195,-1,86.38339492726635,0.09117981913952045,-0.10461652460178572
51.2019538385842,-58.259091203564786,-153.0049399499009,10,8,T42,P2742,-0.972792549240074,-1.3753112171911195,-1,86.38339492726635,0.09117981913952045,-0.10461652460178572
56.91043640437825,-66.44338889476671,-171.48277351338345,10,9,T42,P2743,-0.972792549240074,-1.3753112171911195,-1,86.38339492726635,0.09117981913952045,-0.10461652460178572
62.22104038780618,-74.03620008191945,-188.6407618223315,10,10,T42,P2744,-0.972792549240074,-1.3753112171911195,-1,86.38339492726635,0.09117981913952045,-0.10461652460178572
7.415287462406509,-6.005320158256058,26.261929003851343,10,1,T43,P2745,-1.3347094073312715,2.282519752779933,-1,45.68198885762135,0.05797588517146768,-0.10465399915587437
10.145729752262167,-17.188028259952965,82.08746896139829,10,2,T43,P2746,-1.3347094073312715,2.282519752779933,-1,45.68198885762135,0.05797588517146768,-0.10465399915587437
12.470464205449355,-26.598804884944347,129.09844997827992,9,3,T43,P2747,-1.3347094073312715,2.282519752779933,-1,45.68198885762135,0.05797588517146768,-0.10465399915587437
14.818419850720781,-36.00381478664858,176.10943099516157,9,4,T43,P2748,-1.3347094073312715,2.282519752779933,-1,45.68198885762135,0.05797588517146768,-0.10465399915587437
17.189582383549844,-45.40300066661865,223.1204120120432,9,5,T43,P2749,-1.3347094073312715,2.282519752779933,-1,45.68198885762135,0.05797588517146768,-0.10465399915587437
19.583937358025665,-54.796305261888506,270.13139302892483,9,6,T43,P2750,-1.3347094073312715,2.282519752779933,-1,45.68198885762135,0.05797588517146768,-0.10465399915587437
22.001470186942278,-64.18367134532384,317.1423740458065,9,7,T43,P2751,-1.3347094073312715,2.282519752779933,-1,45.68198885762135,0.05797588517146768,-0.10465399915587437
24.36551755302948,-73.27197211880441,362.68426190591055,9,8,T43,P2752,-1.3347094073312715,2.282519752779933,-1,45.68198885762135,0.05797588517146768,-0.10465399915587437
26.828638625026446,-82.64747972386165,409.6952429227922,9,9,T43,P2753,-1.3347094073312715,2.282519752779933,-1,45.68198885762135,0.05797588517146768,-0.10465399915587437
29.314893414334836,-92.0168791384683,456.70622393967386,9,10,T43,P2754,-1.3347094073312715,2.282519752779933,-1,45.68198885762135,0.05797588517146768,-0.10465399915587437
-9.425827510438527,-1.9018346141502342,73.78070269921847,6,1,T44,P2755,-2.983402533785573,2.3829116485802895,1,77.88859356026529,0.0040014736848265064,0.22167320795094914
-19.18804152969151,-3.4373893139262006,126.86875265774555,6,2,T44,P2756,-2.983402533785573,2.3829116485802895,1,77.88859356026529,0.0040014736848265064,0.22167320795094914
-28.68124355889412,-4.916488683345509,178.4821345618691,6,3,T44,P2757,-2.983402533785573,2.3829116485802895,1,77.88859356026529,0.0040014736848265064,0.22167320795094914
-38.17656205590188,-6.3819395874259195,230.09551646599266,6,4,T44,P2758,-2.983402533785573,2.3829116485802895,1,77.88859356026529,0.0040014736848265064,0.22167320795094914
-47.945356549437626,-7.875058784528043,283.1835664245197,6,5,T44,P2759,-2.983402533785573,2.3829116485802895,1,77.88859356026529,0.0040014736848265064,0.22167320795094914
-57.444896270167675,-9.312892156711557,334.7969483286433,6,6,T44,P2760,-2.983402533785573,2.3829116485802895,1,77.88859356026529,0.0040014736848265064,0.22167320795094914
-66.94649313028567,-10.737067995456398,386.4103302327668,6,7,T44,P2761,-2.983402533785573,2.3829116485802895,1,77.88859356026529,0.0040014736848265064,0.22167320795094914
-76.72168363552521,-12.187723495554149,439.49838019129385,6,8,T44,P2762,-2.983402533785573,2.3829116485802895,1,77.88859356026529,0.0040014736848265064,0.22167320795094914
-86.49900438750926,-13.623951091210888,492.586430149821,6,9,T44,P2763,-2.983402533785573,2.3829116485802895,1,77.88859356026529,0.0040014736848265064,0.22167320795094914
-96.00675309783416,-15.006461189976891,544.1998120539445,6,10,T44,P2764,-2.983402533785573,2.3829116485802895,1,77.88859356026529,0.0040014736848265064,0.22167320795094914
-9.361252363689921,-1.6935260034169555,3.863396706752745,6,1,T45,P2802,2.6211215328310677,-2.1444439838654543,1,79.75347802322449,0.06128433058597049,0.3451072313908654
-18.974697247857478,3.840657549913793,-42.83729119013685,5,2,T45,P2803,2.6211215328310677,-2.1444439838654543,1,79.75347802322449,0.06128433058597049,0.3451072313908654
-27.679114672320775,8.869479798748364,-85.15978959669305,5,3,T45,P2804,2.6211215328310677,-2.1444439838654543,1,79.75347802322449,0.06128433058597049,0.3451072313908654
-36.07638210604727,13.736986680591036,-126.02289150647141,5,4,T45,P2805,2.6211215328310677,-2.1444439838654543,1,79.75347802322449,0.06128433058597049,0.3451072313908654
-45.06579830173084,18.965358062506482,-169.80478640980544,5,5,T45,P2806,2.6211215328310677,-2.1444439838654543,1,79.75347802322449,0.06128433058597049,0.3451072313908654
-53.44875660506454,23.857467391096293,-210.66788831958385,5,6,T45,P2807,2.6211215328310677,-2.1444439838654543,1,79.75347802322449,0.06128433058597049,0.3451072313908654
-62.42280295876682,29.112176030786262,-254.44978322291777,5,7,T45,P2808,2.6211215328310677,-2.1444439838654543,1,79.75347802322449,0.06128433058597049,0.3451072313908654
-70.79138005127908,34.02884574157679,-295.31288513269624,5,8,T45,P2809,2.6211215328310677,-2.1444439838654543,1,79.75347802322449,0.06128433058597049,0.3451072313908654
-79.74997940012953,39.30984645670273,-339.0947800360302,5,9,T45,P2810,2.6211215328310677,-2.1444439838654543,1,79.75347802322449,0.06128433058597049,0.3451072313908654
-88.10410332504803,44.25103427396644,-379.9578819458086,5,10,T45,P2811,2.6211215328310677,-2.1444439838654543,1,79.75347802322449,0.06128433058597049,0.3451072313908654
-4.445585288129376,9.128728227596639,16.361977606089035,3,1,T46,P2820,2.228300126838392,2.119688142587709,-1,79.649677732638,-0.020674299956529252,-0.24444237801327584
-10.538977533106241,16.98513699773979,57.16819301350566,4,2,T46,P2821,2.228300126838392,2.119688142587709,-1,79.649677732638,-0.020674299956529252,-0.24444237801327584
-16.425534052052356,24.552582396146587,96.51704358494311,4,3,T46,P2822,2.228300126838392,2.119688142587709,-1,79.649677732638,-0.020674299956529252,-0.24444237801327584
-22.32270431121577,32.11175962935744,135.86589415638056,4,4,T46,P2823,2.228300126838392,2.119688142587709,-1,79.649677732638,-0.020674299956529252,-0.24444237801327584
-28.449448469068827,39.94218706589724,176.6721095637972,4,5,T46,P2824,2.228300126838392,2.119688142587709,-1,79.649677732638,-0.020674299956529252,-0.24444237801327584
-34.58755574342066,47.763710376817414,217.47832497121377,4,6,T46,P2825,2.228300126838392,2.119688142587709,-1,79.649677732638,-0.020674299956529252,-0.24444237801327584
-40.29739010035809,55.018566210839936,255.36981070667207,4,7,T46,P2826,2.228300126838392,2.119688142587709,-1,79.649677732638,-0.020674299956529252,-0.24444237801327584
-46.457375391805556,62.822870729748274,296.17602611408876,4,8,T46,P2827,2.228300126838392,2.119688142587709,-1,79.649677732638,-0.020674299956529252,-0.24444237801327584
-52.62868583492266,70.6182228853208,336.98224152150533,4,9,T46,P2828,2.228300126838392,2.119688142587709,-1,79.649677732638,-0.020674299956529252,-0.24444237801327584
-58.36931765050829,77.8487337880175,374.8737272569636,4,10,T46,P2829,2.228300126838392,2.119688142587709,-1,79.649677732638,-0.020674299956529252,-0.24444237801327584
6.460523280731077,-6.970541383516491,35.114987029446866,10,1,T47,P2837,-0.34832582175615157,1.9395090643204447,1,52.261785625760666,-0.04338790636448209,0.06330139948318314
16.776285160406236,-10.75281002800923,72.53528823491399,10,2,T47,P2838,-0.34832582175615157,1.9395090643204447,1,52.261785625760666,-0.04338790636448209,0.06330139948318314
26.29029151535204,-14.2665157496075,107.07710473226827,11,3,T47,P2839,-0.34832582175615157,1.9395090643204447,1,52.261785625760666,-0.04338790636448209,0.06330139948318314
35.40042768744813,-17.653930390334686,140.17967887556608,11,4,T47,P2840,-0.34832582175615157,1.9395090643204447,1,52.261785625760666,-0.04338790636448209,0.06330139948318314
44.503191451436514,-21.06110676959206,173.28225301886394,11,5,T47,P2841,-0.34832582175615157,1.9395090643204447,1,52.261785625760666,-0.04338790636448209,0.06330139948318314
53.59858665220322,-24.487904861721162,206.38482716216177,11,6,T47,P2842,-0.34832582175615157,1.9395090643204447,1,52.261785625760666,-0.04338790636448209,0.06330139948318314
62.2915627370465,-27.78414521625392,238.04815895140314,11,7,T47,P2843,-0.34832582175615157,1.9395090643204447,1,52.261785625760666,-0.04338790636448209,0.06330139948318314
71.76700798861972,-31.400550008443812,272.5899754487574,11,8,T47,P2844,-0.34832582175615157,1.9395090643204447,1,52.261785625760666,-0.04338790636448209,0.06330139948318314
80.44564147357369,-34.734369817662945,304.25330723799885,11,9,T47,P2845,-0.34832582175615157,1.9395090643204447,1,52.261785625760666,-0.04338790636448209,0.06330139948318314
89.90535160503958,-38.39173643384678,338.79512373535306,11,10,T47,P2846,-0.34832582175615157,1.9395090643204447,1,52.261785625760666,-0.04338790636448209,0.06330139948318314
7.5931193422382295,-5.79944530594705,34.102145451376515,10,1,T48,P2874,-1.667795185997764,1.5140031604644335,-1,99.49930513975228,0.0811753952628741,0.23210383931279166
6.3901644180863135,-18.3338881641548,61.33154925161989,9,2,T48,P2875,-1.667795185997764,1.5140031604644335,-1,99.49930513975228,0.0811753952628741,0.23210383931279166
5.441135518852993,-28.36271365858166,83.11507229181458,9,3,T48,P2876,-1.667795185997764,1.5140031604644335,-1,99.49930513975228,0.0811753952628741,0.23210383931279166
4.445756832215827,-39.01955952912651,106.26006552202145,9,4,T48,P2877,-1.667795185997764,1.5140031604644335,-1,99.49930513975228,0.0811753952628741,0.23210383931279166
3.5210896752595557,-49.05066050301411,128.04358856221614,9,5,T48,P2878,-1.667795185997764,1.5140031604644335,-1,99.49930513975228,0.0811753952628741,0.23210383931279166
2.6082362434095723,-59.08284345147763,149.82711160241087,9,6,T48,P2879,-1.667795185997764,1.5140031604644335,-1,99.49930513975228,0.0811753952628741,0.23210383931279166
1.6512521445981934,-69.74320573767521,172.97210483261773,9,7,T48,P2880,-1.667795185997764,1.5140031604644335,-1,99.49930513975228,0.0811753952628741,0.23210383931279166
0.7627684983013736,-79.77757634372266,194.75562787281245,9,8,T48,P2881,-1.667795185997764,1.5140031604644335,-1,99.49930513975228,0.0811753952628741,0.23210383931279166
-0.11389759751240514,-89.81298631071931,216.53915091300712,8,9,T48,P2882,-1.667795185997764,1.5140031604644335,-1,99.49930513975228,0.0811753952628741,0.23210383931279166
-0.9787449270379833,-99.84942172105605,238.32267395320187,8,10,T48,P2883,-1.667795185997764,1.5140031604644335,-1,99.49930513975228,0.0811753952628741,0.23210383931279166
8.99099232693547,-3.5229583345366535,0.6529062338351127,11,1,T49,P3011,-0.13073466072115547,-2.063598860142521,1,87.11607277398456,-0.023149307382215656,0.3696250259940178
18.65383915764484,-4.812178870407548,-37.10907398635422,11,2,T49,P3012,-0.13073466072115547,-2.063598860142521,1,87.11607277398456,-0.023149307382215656,0.3696250259940178
28.314999716705618,-6.113975750075559,-74.87105420654356,11,3,T49,P3013,-0.13073466072115547,-2.063598860142521,1,87.11607277398456,-0.023149307382215656,0.3696250259940178
37.974457635819704,-7.42834676798768,-112.63303442673289,11,4,T49,P3014,-0.13073466072115547,-2.063598860142521,1,87.11607277398456,-0.023149307382215656,0.3696250259940178
47.6321965495739,-8.75528969728842,-150.39501464692222,11,5,T49,P3015,-0.13073466072115547,-2.063598860142521,1,87.11607277398456,-0.023149307382215656,0.3696250259940178
