x,y,z,N_side,N_layer,t_label,phi,eta,q,pt,d0,z0,n_label
9.4095,2.359,52.5321,0,1,T0,0.2014,2.3936,-1,34.4328,0.4129,-0.0973,0
18.8156,4.3276,104.7193,0,2,T0,0.2014,2.3936,-1,34.4328,0.4129,-0.0973,1
28.2948,6.3439,157.3488,0,3,T0,0.2014,2.3936,-1,34.4328,0.4129,-0.0973,2
37.7673,8.3911,209.9782,0,4,T0,0.2014,2.3936,-1,34.4328,0.4129,-0.0973,3
47.1536,10.4518,262.1654,0,5,T0,0.2014,2.3936,-1,34.4328,0.4129,-0.0973,4
56.6126,12.5608,314.7948,0,6,T0,0.2014,2.3936,-1,34.4328,0.4129,-0.0973,5
66.0647,14.7008,367.4243,0,7,T0,0.2014,2.3936,-1,34.4328,0.4129,-0.0973,6
75.4303,16.8533,419.6115,0,8,T0,0.2014,2.3936,-1,34.4328,0.4129,-0.0973,7
84.9475,19.0734,472.6832,0,9,T0,0.2014,2.3936,-1,34.4328,0.4129,-0.0973,8
94.2989,21.2872,524.8704,0,10,T0,0.2014,2.3936,-1,34.4328,0.4129,-0.0973,9
6.1753,-7.2079,-8.0208,10,1,T1,-0.9054,-0.7891,1,62.2353,0.4165,0.2633,10
12.426,-15.2177,-16.8966,10,2,T1,-0.9054,-0.7891,1,62.2353,0.4165,0.2633,11
18.2463,-22.7041,-25.1806,10,3,T1,-0.9054,-0.7891,1,62.2353,0.4165,0.2633,12
24.0532,-30.2009,-33.4647,10,4,T1,-0.9054,-0.7891,1,62.2353,0.4165,0.2633,13
30.2602,-38.2445,-42.3405,10,5,T1,-0.9054,-0.7891,1,62.2353,0.4165,0.2633,14
36.0396,-45.7625,-50.6246,10,6,T1,-0.9054,-0.7891,1,62.2353,0.4165,0.2633,15
42.2171,-53.8289,-59.5003,10,7,T1,-0.9054,-0.7891,1,62.2353,0.4165,0.2633,16
47.9688,-61.3681,-67.7844,10,8,T1,-0.9054,-0.7891,1,62.2353,0.4165,0.2633,17
53.7072,-68.9175,-76.0685,10,9,T1,-0.9054,-0.7891,1,62.2353,0.4165,0.2633,18
59.8406,-77.0174,-84.9443,10,10,T1,-0.9054,-0.7891,1,62.2353,0.4165,0.2633,19
-9.0217,-3.5107,-29.7779,6,1,T2,-2.7569,-1.8479,-1,75.0681,-0.1389,0.1758,20
-17.9859,-7.1635,-59.7317,6,2,T2,-2.7569,-1.8479,-1,75.0681,-0.1389,0.1758,21
-27.0725,-10.8823,-90.1134,6,3,T2,-2.7569,-1.8479,-1,75.0681,-0.1389,0.1758,22
-36.1534,-14.6149,-120.495,6,4,T2,-2.7569,-1.8479,-1,75.0681,-0.1389,0.1758,23
-45.1009,-18.3085,-150.4488,6,5,T2,-2.7569,-1.8479,-1,75.0681,-0.1389,0.1758,24
-54.0428,-22.0155,-180.4026,6,6,T2,-2.7569,-1.8479,-1,75.0681,-0.1389,0.1758,25
-63.1068,-25.7891,-210.7842,6,7,T2,-2.7569,-1.8479,-1,75.0681,-0.1389,0.1758,26
-72.165,-29.5765,-241.1659,6,8,T2,-2.7569,-1.8479,-1,75.0681,-0.1389,0.1758,27
-81.09,-33.324,-271.1197,6,9,T2,-2.7569,-1.8479,-1,75.0681,-0.1389,0.1758,28
-90.0093,-37.085,-301.0734,6,10,T2,-2.7569,-1.8479,-1,75.0681,-0.1389,0.1758,29
9.9173,-0.1185,-28.4274,11,1,T3,-0.0057,-1.7918,-1,91.4322,-0.0683,0.4992,30
19.8349,-0.1562,-57.354,11,2,T3,-0.0057,-1.7918,-1,91.4322,-0.0683,0.4992,31
39.9621,-0.1941,-116.058,11,4,T3,-0.0057,-1.7918,-1,91.4322,-0.0683,0.4992,32
49.8799,-0.1939,-144.9847,11,5,T3,-0.0057,-1.7918,-1,91.4322,-0.0683,0.4992,33
59.9435,-0.1809,-174.3367,11,6,T3,-0.0057,-1.7918,-1,91.4322,-0.0683,0.4992,34
79.9248,-0.1168,-232.6153,11,8,T3,-0.0057,-1.7918,-1,91.4322,-0.0683,0.4992,35
89.9883,-0.0653,-261.9673,11,9,T3,-0.0057,-1.7918,-1,91.4322,-0.0683,0.4992,36
8.9055,-4.227,-9.5789,11,1,T4,-0.4891,-0.8357,1,36.9332,0.4682,-0.3574,37
17.5767,-8.894,-18.8004,11,2,T4,-0.4891,-0.8357,1,36.9332,0.4682,-0.3574,38
26.2333,-13.588,-28.0218,11,3,T4,-0.4891,-0.8357,1,36.9332,0.4682,-0.3574,39
34.8753,-18.3088,-37.2433,11,4,T4,-0.4891,-0.8357,1,36.9332,0.4682,-0.3574,40
43.79,-23.2151,-46.7722,11,5,T4,-0.4891,-0.8357,1,36.9332,0.4682,-0.3574,41
52.6889,-28.1499,-56.301,11,6,T4,-0.4891,-0.8357,1,36.9332,0.4682,-0.3574,42
61.2856,-32.9527,-65.5225,11,7,T4,-0.4891,-0.8357,1,36.9332,0.4682,-0.3574,43
69.8674,-37.7821,-74.744,11,8,T4,-0.4891,-0.8357,1,36.9332,0.4682,-0.3574,44
78.4342,-42.6381,-83.9655,11,9,T4,-0.4891,-0.8357,1,36.9332,0.4682,-0.3574,45
87.2706,-47.6839,-93.4943,11,10,T4,-0.4891,-0.8357,1,36.9332,0.4682,-0.3574,46
