x,y,z,N_side,N_layer,t_label,phi,eta,q,pt,d0,z0,n_label
72.7501,63.6531,117.3869,1,10,T22,0.7051,1.0283,-1,34.0845,-0.27,-0.4878,229
-8.3443,5.4486,3.2059,4,1,T23,2.5667,0.2744,-1,99.7458,-0.0411,0.4372,230
-16.3531,10.6183,5.8542,4,2,T23,2.5667,0.2744,-1,99.7458,-0.0411,0.4372,231
-25.0964,16.2478,8.7432,4,3,T23,2.5667,0.2744,-1,99.7458,-0.0411,0.4372,232
-33.1172,21.3989,11.3915,4,4,T23,2.5667,0.2744,-1,99.7458,-0.0411,0.4372,233
-41.5086,26.7745,14.1602,4,5,T23,2.5667,0.2744,-1,99.7458,-0.0411,0.4372,234
-49.9063,32.1404,16.9288,4,6,T23,2.5667,0.2744,-1,99.7458,-0.0411,0.4372,235
-58.3102,37.4965,19.6975,4,7,T23,2.5667,0.2744,-1,99.7458,-0.0411,0.4372,236
-66.7204,42.8429,22.4662,4,8,T23,2.5667,0.2744,-1,99.7458,-0.0411,0.4372,237
-74.7707,47.9477,25.1145,4,9,T23,2.5667,0.2744,-1,99.7458,-0.0411,0.4372,238
-83.1929,53.2749,27.8831,4,10,T23,2.5667,0.2744,-1,99.7458,-0.0411,0.4372,239
-8.843,-3.946,-6.0192,6,1,T24,-2.7124,-0.5602,1,36.8818,-0.0769,-0.3068,240
-17.6662,-7.935,-11.7316,6,2,T24,-2.7124,-0.5602,1,36.8818,-0.0769,-0.3068,241
-26.8552,-12.055,-17.6725,6,3,T24,-2.7124,-0.5602,1,36.8818,-0.0769,-0.3068,242
-35.7031,-15.989,-23.3849,6,4,T24,-2.7124,-0.5602,1,36.8818,-0.0769,-0.3068,243
-44.563,-19.8959,-29.0973,6,5,T24,-2.7124,-0.5602,1,36.8818,-0.0769,-0.3068,244
-53.7898,-23.9304,-35.0382,6,6,T24,-2.7124,-0.5602,1,36.8818,-0.0769,-0.3068,245
-62.6738,-27.7821,-40.7506,6,7,T24,-2.7124,-0.5602,1,36.8818,-0.0769,-0.3068,246
-71.5696,-31.6066,-46.463,6,8,T24,-2.7124,-0.5602,1,36.8818,-0.0769,-0.3068,247
-80.477,-35.4039,-52.1755,6,9,T24,-2.7124,-0.5602,1,36.8818,-0.0769,-0.3068,248
-89.3959,-39.174,-57.8879,6,10,T24,-2.7124,-0.5602,1,36.8818,-0.0769,-0.3068,249
-9.5563,1.2595,-17.0728,5,1,T25,3.0543,-1.3216,1,60.9979,-0.4122,-0.3041,250
