x,y,z,N_side,N_layer,t_label,phi,eta,q,pt,d0,z0,n_label
-11.3791,-27.0136,-124.3409,8,3,T11,-1.9829,-2.148,1,70.2856,0.4652,-0.4969,112
-15.3291,-35.9117,-165.4764,8,4,T11,-1.9829,-2.148,1,70.2856,0.4652,-0.4969,113
-19.2934,-44.8035,-206.6118,8,5,T11,-1.9829,-2.148,1,70.2856,0.4652,-0.4969,114
-23.272,-53.6888,-247.7473,8,6,T11,-1.9829,-2.148,1,70.2856,0.4652,-0.4969,115
-27.3075,-62.6622,-289.3204,8,7,T11,-1.9829,-2.148,1,70.2856,0.4652,-0.4969,116
-31.3576,-71.6289,-330.8934,8,8,T11,-1.9829,-2.148,1,70.2856,0.4652,-0.4969,117
-35.3794,-80.4948,-372.0289,8,9,T11,-1.9829,-2.148,1,70.2856,0.4652,-0.4969,118
-39.4586,-89.4484,-413.602,8,10,T11,-1.9829,-2.148,1,70.2856,0.4652,-0.4969,119
-1.564,-9.4179,18.4913,8,1,T12,-1.7564,1.4086,-1,51.8694,0.1901,0.1388,120
-3.3697,-19.2126,37.6418,8,2,T12,-1.7564,1.4086,-1,51.8694,0.1901,0.1388,121
-5.0795,-28.603,55.9943,8,3,T12,-1.7564,1.4086,-1,51.8694,0.1901,0.1388,122
-6.8058,-38.2012,74.7458,8,4,T12,-1.7564,1.4086,-1,51.8694,0.1901,0.1388,123
-8.5111,-47.8032,93.4973,8,5,T12,-1.7564,1.4086,-1,51.8694,0.1901,0.1388,124
-10.1598,-57.2045,111.8499,8,6,T12,-1.7564,1.4086,-1,51.8694,0.1901,0.1388,125
-11.8235,-66.8138,130.6014,8,7,T12,-1.7564,1.4086,-1,51.8694,0.1901,0.1388,126
-13.4662,-76.4267,149.3529,8,8,T12,-1.7564,1.4086,-1,51.8694,0.1901,0.1388,127
-15.0535,-85.8386,167.7054,8,9,T12,-1.7564,1.4086,-1,51.8694,0.1901,0.1388,128
-16.6885,-95.6632,186.8559,8,10,T12,-1.7564,1.4086,-1,51.8694,0.1901,0.1388,129
5.2252,8.064,-6.2479,1,1,T13,1.0204,-0.6477,-1,27.5988,-0.2555,0.4177,130
10.5807,16.9148,-13.4263,1,2,T13,1.0204,-0.6477,-1,27.5988,-0.2555,0.4177,131
15.5191,25.1543,-20.0919,1,3,T13,1.0204,-0.6477,-1,27.5988,-0.2555,0.4177,132
20.8,34.0498,-27.2702,1,4,T13,1.0204,-0.6477,-1,27.5988,-0.2555,0.4177,133
25.6689,42.3304,-33.9358,1,5,T13,1.0204,-0.6477,-1,27.5988,-0.2555,0.4177,134
30.8748,51.27,-41.1141,1,6,T13,1.0204,-0.6477,-1,27.5988,-0.2555,0.4177,135
35.6739,59.5914,-47.7797,1,7,T13,1.0204,-0.6477,-1,27.5988,-0.2555,0.4177,136
40.8045,68.5744,-54.9581,1,8,T13,1.0204,-0.6477,-1,27.5988,-0.2555,0.4177,137
45.7147,77.2577,-61.88,1,9,T13,1.0204,-0.6477,-1,27.5988,-0.2555,0.4177,138
50.5883,85.9617,-68.802,1,10,T13,1.0204,-0.6477,-1,27.5988,-0.2555,0.4177,139
-6.0524,7.5524,2.3288,4,1,T14,2.2546,0.2106,1,34.9361,-0.0634,0.2759,140
-12.1298,15.0843,4.3817,4,2,T14,2.2546,0.2106,1,34.9361,-0.0634,0.2759,141
-18.1829,22.6357,6.4346,4,3,T14,2.2546,0.2106,1,34.9361,-0.0634,0.2759,142
-24.4851,30.5512,8.5809,4,4,T14,2.2546,0.2106,1,34.9361,-0.0634,0.2759,143
-30.4882,38.1423,10.6338,4,5,T14,2.2546,0.2106,1,34.9361,-0.0634,0.2759,144
-36.4669,45.7528,12.6867,4,6,T14,2.2546,0.2106,1,34.9361,-0.0634,0.2759,145
-42.421,53.3825,14.7396,4,7,T14,2.2546,0.2106,1,34.9361,-0.0634,0.2759,146
-48.3505,61.0314,16.7925,4,8,T14,2.2546,0.2106,1,34.9361,-0.0634,0.2759,147
-54.2553,68.6993,18.8454,4,9,T14,2.2546,0.2106,1,34.9361,-0.0634,0.2759,148
-60.1354,76.3862,20.8983,4,10,T14,2.2546,0.2106,1,34.9361,-0.0634,0.2759,149
1.3431,9.7103,-32.7256,2,1,T15,1.4175,-1.9346,1,30.504,0.1742,0.4851,150
2.874,19.2626,-65.505,2,2,T15,1.4175,-1.9346,1,30.504,0.1742,0.4851,151
4.4403,28.8093,-98.2844,2,3,T15,1.4175,-1.9346,1,30.504,0.1742,0.4851,152
6.0417,38.35,-131.0638,2,4,T15,1.4175,-1.9346,1,30.504,0.1742,0.4851,153
7.6783,47.8848,-163.8432,2,5,T15,1.4175,-1.9346,1,30.504,0.1742,0.4851,154
9.35,57.4135,-196.6226,2,6,T15,1.4175,-1.9346,1,30.504,0.1742,0.4851,155
11.057,66.936,-229.402,2,7,T15,1.4175,-1.9346,1,30.504,0.1742,0.4851,156
12.8221,76.5773,-262.6127,2,8,T15,1.4175,-1.9346,1,30.504,0.1742,0.4851,157
14.5997,86.0868,-295.3921,2,9,T15,1.4175,-1.9346,1,30.504,0.1742,0.4851,158
16.4124,95.5897,-328.1715,2,10,T15,1.4175,-1.9346,1,30.504,0.1742,0.4851,159
-9.8188,0.7327,-51.4189,5,1,T16,3.0372,-2.3607,1,62.8308,0.3036,0.2674,160
-19.5205,1.7761,-102.6633,5,2,T16,3.0372,-2.3607,1,62.8308,0.3036,0.2674,161
-29.2203,2.837,-153.9078,5,3,T16,3.0372,-2.3607,1,62.8308,0.3036,0.2674,162
-38.9181,3.9154,-205.1523,5,4,T16,3.0372,-2.3607,1,62.8308,0.3036,0.2674,163
-48.614,5.0113,-256.3968,5,5,T16,3.0372,-2.3607,1,62.8308,0.3036,0.2674,164
-58.3079,6.1248,-307.6413,5,6,T16,3.0372,-2.3607,1,62.8308,0.3036,0.2674,165
-67.9997,7.2558,-358.8857,5,7,T16,3.0372,-2.3607,1,62.8308,0.3036,0.2674,166
-77.6895,8.4042,-410.1302,5,8,T16,3.0372,-2.3607,1,62.8308,0.3036,0.2674,167
-87.3772,9.5702,-461.3747,5,9,T16,3.0372,-2.3607,1,62.8308,0.3036,0.2674,168
-97.0628,10.7537,-512.6192,5,10,T16,3.0372,-2.3607,1,62.8308,0.3036,0.2674,169
2.841,-9.325,14.3518,9,1,T17,-1.2883,1.1924,-1,94.4715,0.1227,-0.2283,170
5.5051,-18.4411,28.5581,9,2,T17,-1.2883,1.1924,-1,94.4715,0.1227,-0.2283,171
8.1799,-27.5541,42.7644,9,3,T17,-1.2883,1.1924,-1,94.4715,0.1227,-0.2283,172
11.007,-37.1433,57.7184,9,4,T17,-1.2883,1.1924,-1,94.4715,0.1227,-0.2283,173
13.7037,-46.2499,71.9247,9,5,T17,-1.2883,1.1924,-1,94.4715,0.1227,-0.2283,174
16.411,-55.3532,86.1311,9,6,T17,-1.2883,1.1924,-1,94.4715,0.1227,-0.2283,175
19.2723,-64.9323,101.0851,9,7,T17,-1.2883,1.1924,-1,94.4715,0.1227,-0.2283,176
22.0014,-74.0292,115.2914,9,8,T17,-1.2883,1.1924,-1,94.4715,0.1227,-0.2283,177
24.7412,-83.1228,129.4977,9,9,T17,-1.2883,1.1924,-1,94.4715,0.1227,-0.2283,178
27.6367,-92.6916,144.4517,9,10,T17,-1.2883,1.1924,-1,94.4715,0.1227,-0.2283,179
-0.0579,-9.9446,9.1453,8,1,T18,-1.5372,0.8224,-1,32.7267,-0.4092,0.0206,180
0.3281,-19.8741,18.2701,9,2,T18,-1.5372,0.8224,-1,32.7267,-0.4092,0.0206,181
0.7493,-29.8023,27.3948,9,3,T18,-1.5372,0.8224,-1,32.7267,-0.4092,0.0206,182
1.2055,-39.7289,36.5195,9,4,T18,-1.5372,0.8224,-1,32.7267,-0.4092,0.0206,183
1.6967,-49.6538,45.6443,9,5,T18,-1.5372,0.8224,-1,32.7267,-0.4092,0.0206,184
2.223,-59.5769,54.769,9,6,T18,-1.5372,0.8224,-1,32.7267,-0.4092,0.0206,185
2.7843,-69.4981,63.8937,9,7,T18,-1.5372,0.8224,-1,32.7267,-0.4092,0.0206,186
3.3603,-79.0866,72.7143,9,8,T18,-1.5372,0.8224,-1,32.7267,-0.4092,0.0206,187
3.9689,-88.6731,81.5349,9,9,T18,-1.5372,0.8224,-1,32.7267,-0.4092,0.0206,188
4.633,-98.588,90.6596,9,10,T18,-1.5372,0.8224,-1,32.7267,-0.4092,0.0206,189
-1.4522,-9.3839,3.8059,8,1,T19,-1.7336,0.4195,-1,88.9304,0.0822,-0.2954,190
-3.0399,-19.164,8.0854,8,2,T19,-1.7336,0.4195,-1,88.9304,0.0822,-0.2954,191
-4.6148,-28.9461,12.365,8,3,T19,-1.7336,0.4195,-1,88.9304,0.0822,-0.2954,192
-6.1122,-38.3225,16.4662,8,4,T19,-1.7336,0.4195,-1,88.9304,0.0822,-0.2954,193
-7.6623,-48.1085,20.7457,8,5,T19,-1.7336,0.4195,-1,88.9304,0.0822,-0.2954,194
-9.136,-57.4887,24.847,8,6,T19,-1.7336,0.4195,-1,88.9304,0.0822,-0.2954,195
-10.6613,-67.2787,29.1265,8,7,T19,-1.7336,0.4195,-1,88.9304,0.0822,-0.2954,196
-12.1111,-76.6626,33.2277,8,8,T19,-1.7336,0.4195,-1,88.9304,0.0822,-0.2954,197
-13.6115,-86.4564,37.5073,8,9,T19,-1.7336,0.4195,-1,88.9304,0.0822,-0.2954,198
-15.0375,-95.8439,41.6085,8,10,T19,-1.7336,0.4195,-1,88.9304,0.0822,-0.2954,199
-0.6098,-9.7031,-4.2709,8,1,T20,-1.5856,-0.4677,1,38.1349,-0.4514,0.4384,200
-0.8053,-19.817,-9.1765,8,2,T20,-1.5856,-0.4677,1,38.1349,-0.4514,0.4384,201
-1.0322,-29.9301,-14.0821,8,3,T20,-1.5856,-0.4677,1,38.1349,-0.4514,0.4384,202
