Source,Target,weight
70,7321,0
70,7511,0
70,7581,0
70,7781,0
70,7911,0
70,8091,0
70,8341,0
70,8501,0
70,8551,0
70,8631,0
70,8641,0
70,8711,0
70,8861,0
70,9001,0
70,9031,0
70,9201,0
70,9561,0
70,9741,0
70,9781,0
80,81,1
80,181,0
80,211,0
80,631,0
80,771,0
80,981,0
80,1441,0
80,1741,0
80,1891,0
80,1991,0
80,2291,0
80,2301,0
80,2381,0
80,2551,0
80,2861,0
80,3091,0
80,3311,0
80,4151,0
80,4721,0
80,4821,0
80,4911,0
80,5061,0
80,5111,0
80,5321,0
80,5401,0
80,5691,0
80,5811,0
80,5821,0
80,6111,0
80,6281,0
80,6311,0
80,6421,0
80,6631,0
80,6701,0
80,6841,0
80,7011,0
80,7021,0
80,7121,0
80,7521,0
80,7531,0
80,7611,0
80,7891,0
80,7941,0
80,7951,0
80,8051,0
80,8451,0
80,8561,0
80,8661,0
80,8721,0
80,8781,0
80,8811,0
80,8891,0
80,9271,0
80,9291,0
80,9421,0
80,9641,0
80,9711,0
80,9831,0
90,51,0
90,91,1
90,461,0
90,691,0
90,711,0
90,721,0
90,971,0
90,1501,0
90,1531,0
90,2001,0
90,2091,0
90,2161,0
90,2331,0
90,3001,0
90,3071,0
90,3151,0
90,3231,0
90,3391,0
90,3471,0
90,3511,0
90,3631,0
90,3651,0
90,3681,0
90,3801,0
90,3871,0
90,4171,0
90,4431,0
90,4481,0
90,4491,0
90,4661,0
90,4731,0
90,4851,0
90,4971,0
90,5091,0
90,5151,0
90,5181,0
90,5221,0
90,5431,0
90,5741,0
90,6021,0
90,6291,0
90,6491,0
90,6521,0
90,6641,0
90,6991,0
90,7041,0
90,7291,0
90,7381,0
90,7421,0
90,7711,0
90,7761,0
90,7971,0
90,8001,0
90,8081,0
90,8271,0
90,8471,0
90,8621,0
90,8671,0
90,8701,0
90,9041,0
90,9211,0
90,9221,0
90,9311,0
90,9381,0
90,9471,0
100,101,1
100,321,0
100,851,0
100,1001,0
100,1061,0
100,1251,0
100,1381,0
100,1471,0
100,1521,0
100,1751,0
100,1831,0
100,1971,0
100,2031,0
100,2191,0
100,2211,0
100,2321,0
100,2351,0
100,2451,0
100,2671,0
100,2711,0
100,2731,0
100,2791,0
100,3131,0
100,3351,0
100,3501,0
100,3771,0
100,3831,0
100,4201,0
100,4211,0
100,4361,0
100,4441,0
100,4471,0
100,4571,0
100,4581,0
100,4601,0
100,4741,0
100,4921,0
100,5001,0
100,5291,0
100,5641,0
100,5681,0
100,5721,0
100,6081,0
100,6091,0
100,6101,0
100,6301,0
100,6501,0
100,6681,0
100,6771,0
100,6801,0
100,6871,0
100,6951,0
100,7111,0
100,7161,0
100,7221,0
100,7431,0
100,7591,0
100,7651,0
100,7721,0
100,8411,0
100,8431,0
100,8961,0
100,9111,0
100,9261,0
100,9281,0
100,9501,0
100,9621,0
100,9981,0
110,111,1
110,141,0
110,301,0
110,591,0
110,791,0
110,991,0
110,1051,0
110,1071,0
110,1351,0
110,1651,0
110,1681,0
110,1691,0
110,1701,0
110,2041,0
110,2171,0
110,2281,0
110,2611,0
110,2771,0
110,2851,0
110,2931,0
110,2941,0
110,2971,0
110,3291,0
110,3531,0
110,3741,0
110,3781,0
110,4281,0
110,4321,0
110,4461,0
110,4711,0
110,4781,0
110,4841,0
110,4871,0
110,5461,0
110,5481,0
110,5491,0
110,5521,0
110,5561,0
110,5581,0
110,5841,0
110,5951,0
110,5961,0
110,5971,0
110,6001,0
110,6151,0
110,6341,0
110,6371,0
110,6601,0
110,7051,0
110,7061,0
110,7311,0
110,7411,0
110,7491,0
110,7681,0
110,7811,0
110,7861,0
110,8091,0
110,8291,0
110,8351,0
110,8551,0
110,8641,0
110,8951,0
110,9031,0
110,9741,0
110,9781,0
110,9941,0
120,121,1
120,131,0
120,241,0
120,351,0
120,391,0
120,411,0
120,471,0
120,541,0
120,1071,0
120,1541,0
120,1591,0
120,1601,0
120,2041,0
120,2361,0
120,2441,0
120,2611,0
120,2661,0
120,2771,0
120,2991,0
120,3021,0
120,3051,0
120,3281,0
120,3431,0
120,3461,0
120,3701,0
120,3841,0
120,4381,0
120,4681,0
120,4781,0
120,4811,0
120,5051,0
120,5131,0
120,5241,0
120,5461,0
120,5481,0
120,5761,0
120,5841,0
120,6061,0
120,6341,0
120,6431,0
120,6561,0
120,6571,0
120,6691,0
120,6851,0
120,6931,0
120,6941,0
120,7001,0
120,7171,0
120,7391,0
120,7411,0
120,7541,0
120,7801,0
120,7931,0
120,8371,0
120,8801,0
120,8851,0
120,9341,0
120,9401,0
120,9531,0
120,9581,0
120,9841,0
120,9931,0
120,9971,0
120,9991,0
130,121,0
130,131,1
130,241,0
130,351,0
130,391,0
130,411,0
130,421,0
130,471,0
130,541,0
130,561,0
130,1071,0
130,1541,0
130,1591,0
130,1601,0
130,2361,0
130,2441,0
130,2661,0
130,2771,0
130,2991,0
130,3021,0
130,3051,0
130,3281,0
130,3431,0
130,3461,0
130,3701,0
130,3841,0
130,4381,0
130,4681,0
130,4781,0
130,4811,0
130,5051,0
130,5131,0
130,5241,0
130,5461,0
130,5481,0
130,5651,0
130,5761,0
130,5841,0
130,6061,0
130,6341,0
130,6431,0
130,6561,0
130,6571,0
130,6691,0
130,6851,0
130,6931,0
130,6941,0
130,7001,0
130,7171,0
130,7391,0
130,7411,0
130,7541,0
130,7801,0
130,7931,0
130,8371,0
130,8801,0
130,8851,0
130,8881,0
130,9121,0
130,9341,0
130,9401,0
130,9531,0
130,9581,0
130,9841,0
130,9931,0
130,9971,0
130,9991,0
140,111,0
140,141,1
140,301,0
140,391,0
140,791,0
140,991,0
140,1051,0
140,1071,0
140,1351,0
140,1681,0
140,1691,0
140,2041,0
140,2171,0
140,2611,0
140,2771,0
140,2851,0
140,2941,0
140,3291,0
140,3531,0
140,3701,0
140,3741,0
140,3781,0
140,3841,0
140,4281,0
140,4461,0
140,4711,0
140,4781,0
140,4841,0
140,5241,0
140,5461,0
140,5481,0
140,5521,0
140,5841,0
140,5961,0
140,5971,0
140,6001,0
140,6061,0
140,6151,0
140,6341,0
140,6371,0
140,6431,0
140,6601,0
140,7051,0
140,7061,0
140,7311,0
140,7411,0
140,7491,0
140,7681,0
140,7801,0
140,7811,0
140,7861,0
140,8291,0
140,8351,0
140,8851,0
140,8951,0
140,9531,0
140,9841,0
140,9941,0
150,151,1
150,201,0
150,511,0
150,601,0
150,1221,0
150,1571,0
150,2061,0
150,2081,0
150,2091,0
150,2141,0
150,2581,0
150,2781,0
150,2951,0
150,3041,0
150,3061,0
150,3471,0
150,3541,0
150,3641,0
150,3651,0
150,3801,0
150,3871,0
150,3881,0
150,3901,0
150,4051,0
150,4661,0
150,4791,0
150,4861,0
150,5151,0
150,5251,0
150,5771,0
150,6021,0
150,6161,0
150,6171,0
150,6241,0
150,6261,0
150,6491,0
150,6551,0
150,6671,0
150,6901,0
150,6921,0
150,7551,0
150,7621,0
150,7761,0
150,8001,0
150,8061,0
150,8081,0
150,8171,0
150,8251,0
150,8321,0
150,8471,0
150,8621,0
150,8671,0
150,8701,0
150,8921,0
150,9041,0
150,9051,0
150,9211,0
150,9221,0
150,9571,0
150,9671,0
150,9891,0
150,9911,0
150,9951,0
160,161,1
160,251,0
160,321,0
160,371,0
160,401,0
160,671,0
160,1001,0
160,1031,0
160,1311,0
160,1461,0
160,1471,0
160,1521,0
160,1801,0
160,1831,0
160,1931,0
160,1971,0
160,2211,0
160,2321,0
160,2431,0
160,2591,0
160,2691,0
160,2791,0
160,2811,0
160,3161,0
160,3351,0
160,3381,0
160,3441,0
160,3861,0
160,4071,0
160,4121,0
160,4201,0
160,4291,0
160,4331,0
160,4371,0
160,4411,0
160,4441,0
160,4591,0
160,4621,0
160,4641,0
160,5041,0
160,5591,0
160,5611,0
160,5641,0
160,5751,0
160,6011,0
160,6121,0
160,6181,0
160,6301,0
160,6471,0
160,6611,0
160,6801,0
160,6961,0
160,6981,0
160,7161,0
160,7461,0
160,7471,0
160,7561,0
160,7651,0
160,7701,0
160,7721,0
160,7771,0
160,7981,0
160,7991,0
160,8011,0
160,8221,0
160,8361,0
160,8581,0
160,8731,0
160,9461,0
160,9511,0
160,9611,0
160,9621,0
170,171,1
170,361,0
170,851,0
170,951,0
170,1011,0
170,1061,0
170,1101,0
170,1111,0
170,1121,0
170,1241,0
170,1331,0
170,2131,0
170,2371,0
170,2401,0
170,2451,0
170,2481,0
170,2871,0
170,2891,0
170,3081,0
170,3241,0
170,3341,0
170,3481,0
170,3501,0
170,3581,0
170,4031,0
170,4091,0
170,4231,0
170,4241,0
170,4341,0
170,4471,0
170,4541,0
170,4561,0
170,4571,0
170,4601,0
170,4741,0
170,4891,0
170,5021,0
170,5081,0
170,5381,0
170,5541,0
170,5711,0
170,5721,0
170,5801,0
170,5831,0
170,5891,0
170,6081,0
170,6451,0
170,6511,0
170,6661,0
170,6681,0
170,7111,0
170,7451,0
170,7591,0
170,7691,0
170,7751,0
170,8111,0
170,8131,0
170,8151,0
170,8191,0
170,8411,0
170,8431,0
170,8481,0
170,8491,0
170,8771,0
170,9071,0
170,9261,0
170,9371,0
170,9771,0
180,81,0
180,181,1
180,211,0
180,651,0
180,821,0
180,901,0
180,981,0
180,1141,0
180,1301,0
180,1741,0
180,2301,0
180,2381,0
180,2551,0
180,2621,0
180,2861,0
180,3091,0
180,3101,0
180,3311,0
180,3851,0
180,4351,0
180,4691,0
180,4701,0
180,4911,0
180,5031,0
180,5061,0
180,5101,0
180,5111,0
180,5211,0
180,5691,0
180,5811,0
180,5821,0
180,5911,0
180,6281,0
180,6311,0
180,6391,0
180,6421,0
180,6631,0
180,6701,0
180,6841,0
180,7021,0
180,7071,0
180,7091,0
180,7121,0
180,7271,0
180,7301,0
180,7481,0
180,7521,0
180,7531,0
180,7611,0
180,7641,0
180,7661,0
180,7871,0
180,7891,0
180,7901,0
180,7941,0
180,8051,0
180,8311,0
180,8451,0
180,8561,0
180,8721,0
180,8781,0
180,8811,0
180,8891,0
180,9151,0
180,9271,0
180,9291,0
180,9641,0
180,9711,0
180,9791,0
190,21,0
190,41,0
190,191,1
190,231,0
190,451,0
190,491,0
190,731,0
190,751,0
190,911,0
190,1151,0
190,1211,0
190,1271,0
190,1341,0
190,1401,0
190,1411,0
190,1481,0
190,1491,0
190,1511,0
190,1721,0
190,1871,0
190,1901,0
190,1951,0
190,2181,0
190,2741,0
190,2921,0
190,3111,0
190,3301,0
190,3551,0
190,3661,0
190,3711,0
190,3981,0
190,4021,0
190,4311,0
190,4391,0
190,4451,0
190,4761,0
190,4951,0
190,5141,0
190,5301,0
190,5371,0
190,5501,0
190,5511,0
190,5531,0
190,5661,0
190,5671,0
190,5701,0
190,5941,0
190,6141,0
190,6211,0
190,6881,0
190,6891,0
190,7031,0
190,7081,0
190,7101,0
190,7231,0
190,7351,0
190,7361,0
190,7671,0
190,7831,0
190,7841,0
190,8141,0
190,8401,0
190,8421,0
190,8651,0
190,8681,0
190,8691,0
190,8741,0
190,8901,0
190,9161,0
190,9441,0
190,9551,0
190,9731,0
190,9751,0
190,9821,0
190,9881,0
200,151,0
200,201,1
200,511,0
200,571,0
200,601,0
200,1221,0
200,1421,0
200,1811,0
200,1911,0
200,2061,0
200,2081,0
200,2531,0
200,2581,0
200,2781,0
200,2951,0
200,3041,0
200,3331,0
200,3641,0
200,3691,0
200,3731,0
200,3881,0
200,3901,0
200,3911,0
200,4051,0
200,4531,0
200,4791,0
200,4861,0
200,5251,0
200,5351,0
200,5771,0
200,6161,0
200,6171,0
200,6261,0
200,6551,0
200,6671,0
200,6821,0
200,6901,0
200,7211,0
200,7621,0
200,7961,0
200,8041,0
200,8061,0
200,8171,0
200,8251,0
200,8321,0
200,8751,0
200,8871,0
200,8921,0
200,9051,0
200,9181,0
200,9411,0
200,9571,0
200,9671,0
200,9891,0
200,9911,0
200,9951,0
210,81,0
210,181,0
210,211,1
210,631,0
210,771,0
210,981,0
210,1021,0
210,1441,0
210,1621,0
210,1741,0
210,1821,0
210,1891,0
210,1991,0
210,2291,0
210,2301,0
210,2381,0
210,2551,0
210,3091,0
210,3311,0
210,4151,0
210,4721,0
210,4821,0
210,4911,0
210,5061,0
210,5111,0
210,5321,0
210,5401,0
210,5691,0
210,5811,0
210,5821,0
210,6111,0
210,6281,0
210,6311,0
210,6421,0
210,6841,0
210,7011,0
210,7021,0
210,7121,0
210,7521,0
210,7531,0
210,7891,0
210,7941,0
210,7951,0
210,8051,0
210,8451,0
210,8561,0
210,8661,0
210,8721,0
210,8781,0
210,8891,0
210,9271,0
210,9291,0
210,9421,0
210,9641,0
210,9701,0
210,9711,0
210,9831,0
220,61,0
220,221,1
220,521,0
220,571,0
220,1161,0
220,1281,0
220,1421,0
220,1611,0
220,1811,0
220,1911,0
220,2081,0
220,2311,0
220,2531,0
220,2721,0
220,2801,0
220,3191,0
220,3261,0
220,3331,0
220,3691,0
220,3721,0
220,3731,0
220,3911,0
220,3941,0
220,4011,0
220,4421,0
220,4511,0
220,4531,0
220,4801,0
220,5191,0
220,5261,0
220,5351,0
220,6261,0
220,6711,0
220,6731,0
220,6821,0
220,7131,0
220,7141,0
220,7211,0
220,7241,0
220,7961,0
220,8041,0
220,8101,0
220,8241,0
220,8461,0
220,8751,0
220,8871,0
220,8931,0
220,8941,0
220,9051,0
220,9131,0
220,9181,0
220,9231,0
220,9331,0
220,9351,0
220,9411,0
220,9491,0
220,9601,0
220,9921,0
230,21,0
230,191,0
230,231,1
230,281,0
230,441,0
230,451,0
230,491,0
230,581,0
230,731,0
230,751,0
230,781,0
230,831,0
230,911,0
230,1211,0
230,1341,0
230,1401,0
230,1411,0
230,1491,0
230,1511,0
230,1631,0
230,1731,0
230,1951,0
230,2181,0
230,2391,0
230,2641,0
230,2741,0
230,2921,0
230,2981,0
230,3321,0
230,3421,0
230,3661,0
230,3711,0
230,3761,0
230,3811,0
230,4021,0
230,4451,0
230,4951,0
230,5121,0
230,5141,0
230,5301,0
230,5331,0
230,5341,0
230,5501,0
230,5661,0
230,5781,0
230,5881,0
230,5941,0
230,5991,0
230,6211,0
230,6251,0
230,6541,0
230,6891,0
230,7031,0
230,7081,0
230,7201,0
230,7231,0
230,7351,0
230,7401,0
230,7501,0
230,7671,0
230,7841,0
230,7851,0
230,8121,0
230,8141,0
230,8161,0
230,8401,0
230,8421,0
230,8681,0
230,8691,0
230,8741,0
230,8901,0
230,8981,0
230,9161,0
230,9431,0
230,9521,0
230,9551,0
230,9731,0
230,9751,0
230,9861,0
240,121,0
240,131,0
240,241,1
240,351,0
240,391,0
240,411,0
240,421,0
240,471,0
240,541,0
240,561,0
240,1071,0
240,1541,0
240,1591,0
240,1601,0
240,2261,0
240,2361,0
240,2441,0
240,2661,0
240,2961,0
240,2991,0
240,3021,0
240,3051,0
240,3221,0
240,3281,0
240,3431,0
240,3461,0
240,3701,0
240,3841,0
240,4381,0
240,4681,0
240,4811,0
240,5051,0
240,5131,0
240,5241,0
240,5651,0
240,5761,0
240,5791,0
240,5841,0
240,6061,0
240,6341,0
240,6431,0
240,6561,0
240,6571,0
240,6691,0
240,6851,0
240,6931,0
240,6941,0
240,7001,0
240,7171,0
240,7391,0
240,7541,0
240,7801,0
240,7931,0
240,8371,0
240,8801,0
240,8851,0
240,8881,0
240,9011,0
240,9121,0
240,9341,0
240,9401,0
240,9531,0
240,9581,0
240,9591,0
240,9841,0
240,9931,0
240,9971,0
240,9991,0
250,161,0
250,251,1
250,371,0
250,401,0
250,501,0
250,661,0
250,671,0
250,1001,0
250,1031,0
250,1311,0
250,1461,0
250,1471,0
250,1791,0
250,1801,0
250,1831,0
250,1931,0
250,1971,0
250,2021,0
250,2211,0
250,2321,0
250,2431,0
250,2491,0
250,2591,0
250,2691,0
250,2791,0
250,2811,0
250,3161,0
250,3271,0
250,3351,0
250,3381,0
250,3441,0
250,3601,0
250,3861,0
250,3961,0
250,4071,0
250,4121,0
250,4201,0
250,4291,0
250,4331,0
250,4371,0
250,4411,0
250,4441,0
250,4501,0
250,4591,0
250,4621,0
250,4641,0
250,5041,0
250,5591,0
250,5611,0
250,5621,0
250,5641,0
250,5751,0
250,6011,0
250,6121,0
250,6181,0
250,6301,0
250,6411,0
250,6471,0
250,6611,0
250,6801,0
250,6961,0
250,6981,0
250,7161,0
250,7461,0
250,7471,0
250,7561,0
250,7651,0
250,7701,0
250,7721,0
250,7731,0
250,7771,0
250,7791,0
250,7981,0
250,7991,0
250,8011,0
250,8021,0
250,8201,0
250,8221,0
250,8361,0
250,8531,0
250,8581,0
250,8731,0
250,9461,0
250,9511,0
250,9611,0
250,9621,0
260,261,1
260,431,0
260,641,0
260,741,0
260,841,0
260,861,0
260,871,0
260,941,0
260,1171,0
260,1231,0
260,1261,0
260,1321,0
260,1361,0
260,1391,0
260,1551,0
260,1561,0
260,1661,0
260,1711,0
260,1761,0
260,1941,0
260,2111,0
260,2681,0
260,2701,0
260,2751,0
260,2901,0
260,3171,0
260,3371,0
260,3451,0
260,3571,0
260,3671,0
260,3931,0
260,3991,0
260,4141,0
260,4161,0
260,4261,0
260,4271,0
260,4551,0
260,4961,0
260,5071,0
260,5571,0
260,5631,0
260,5731,0
260,5931,0
260,6231,0
260,6721,0
260,7151,0
260,7261,0
260,7281,0
260,7821,0
260,7881,0
260,7921,0
260,8031,0
260,8211,0
260,8381,0
260,8821,0
260,8831,0
260,9081,0
260,9241,0
260,9361,0
260,9651,0
260,9761,0
270,261,0
270,271,1
270,311,0
270,431,0
270,531,0
270,741,0
270,841,0
270,931,0
270,941,0
270,961,0
270,1201,0
270,1231,0
270,1261,0
270,1391,0
270,1431,0
270,1551,0
270,1561,0
270,1581,0
270,1711,0
270,1981,0
270,2271,0
270,2511,0
270,2841,0
270,2901,0
270,2911,0
270,3171,0
270,3451,0
270,3571,0
270,3821,0
270,3891,0
270,3991,0
270,4141,0
270,4271,0
270,4551,0
270,4631,0
270,4981,0
270,5071,0
270,5171,0
270,5361,0
270,5421,0
270,5571,0
270,5861,0
270,5871,0
270,5931,0
270,6031,0
270,6071,0
270,6271,0
270,7151,0
270,7261,0
270,7281,0
270,7341,0
270,7581,0
270,7821,0
270,7921,0
270,8341,0
270,8381,0
270,8501,0
270,8631,0
270,8711,0
270,9191,0
270,9241,0
270,9251,0
270,9651,0
270,9761,0
270,9871,0
280,21,0
280,231,0
280,281,1
280,441,0
280,491,0
280,581,0
280,781,0
280,831,0
280,891,0
280,911,0
280,1211,0
280,1341,0
280,1401,0
280,1491,0
280,1631,0
280,1731,0
280,1951,0
280,2121,0
280,2181,0
280,2221,0
280,2231,0
280,2391,0
280,2471,0
280,2641,0
280,2921,0
280,2981,0
280,3211,0
280,3251,0
280,3321,0
280,3401,0
280,3421,0
280,3621,0
280,3761,0
280,3811,0
280,4451,0
280,4611,0
280,5121,0
280,5141,0
280,5301,0
280,5331,0
280,5341,0
280,5501,0
280,5781,0
280,5881,0
280,5991,0
280,6041,0
280,6251,0
280,6331,0
280,6541,0
280,6591,0
280,7031,0
280,7201,0
280,7351,0
280,7371,0
280,7401,0
280,7501,0
280,7851,0
280,8121,0
280,8161,0
280,8421,0
280,8741,0
280,8901,0
280,8981,0
280,9391,0
280,9431,0
280,9521,0
280,9691,0
280,9751,0
280,9801,0
280,9811,0
280,9861,0
290,91,0
290,291,1
290,711,0
290,721,0
290,881,0
290,891,0
290,971,0
290,1531,0
290,1631,0
290,1961,0
290,2121,0
290,2161,0
290,2221,0
290,2231,0
290,2331,0
290,2471,0
290,3001,0
290,3201,0
290,3211,0
290,3251,0
290,3391,0
290,3401,0
290,3511,0
290,3591,0
290,3611,0
290,3621,0
290,3681,0
290,4431,0
290,4491,0
290,4611,0
290,4971,0
290,5091,0
290,5181,0
290,5201,0
290,5221,0
290,5601,0
290,5741,0
290,6041,0
290,6331,0
290,6591,0
290,6641,0
290,6831,0
290,6991,0
290,7371,0
290,7381,0
290,7421,0
290,7711,0
290,8271,0
290,8281,0
290,8541,0
290,9091,0
290,9101,0
290,9391,0
290,9451,0
290,9681,0
290,9691,0
290,9801,0
290,9811,0
300,11,0
300,111,0
300,141,0
300,301,1
300,591,0
300,791,0
300,991,0
300,1051,0
300,1351,0
300,1651,0
300,1681,0
300,1691,0
300,1701,0
300,2171,0
300,2281,0
300,2611,0
300,2851,0
300,2931,0
300,2941,0
300,2971,0
300,3011,0
300,3291,0
300,3531,0
300,3741,0
300,3781,0
300,4281,0
300,4321,0
300,4461,0
300,4711,0
300,4841,0
300,4871,0
300,5491,0
300,5521,0
300,5561,0
300,5581,0
300,5951,0
300,5961,0
300,5971,0
300,6001,0
300,6151,0
300,6371,0
300,6601,0
300,6861,0
300,7051,0
300,7061,0
300,7311,0
300,7491,0
300,7511,0
300,7681,0
300,7811,0
300,7861,0
300,8091,0
300,8291,0
300,8351,0
300,8551,0
300,8641,0
300,8951,0
300,9031,0
300,9201,0
300,9561,0
300,9741,0
300,9781,0
300,9941,0
310,1,0
310,271,0
310,311,1
310,431,0
310,531,0
310,611,0
310,741,0
310,841,0
310,931,0
310,961,0
310,1201,0
310,1231,0
310,1261,0
310,1431,0
310,1551,0
310,1561,0
310,1581,0
310,1711,0
