x,y,z,N_side,N_layer,t_label,phi,eta,q,pt,d0,z0,n_label
-44.4704,-88.1618,33.2828,8,10,T10,-2.0562,0.3348,-1,35.476,0.1988,-0.3986,109
9.1774,2.2484,-0.5578,0,1,T11,0.2804,-0.0227,1,41.8644,-0.3663,-0.3437,110
18.6929,4.9471,-0.782,0,2,T11,0.2804,-0.0227,1,41.8644,-0.3663,-0.3437,111
28.2158,7.6197,-1.0063,0,3,T11,0.2804,-0.0227,1,41.8644,-0.3663,-0.3437,112
37.3127,10.1463,-1.2204,0,4,T11,0.2804,-0.0227,1,41.8644,-0.3663,-0.3437,113
46.4162,12.6491,-1.4344,0,5,T11,0.2804,-0.0227,1,41.8644,-0.3663,-0.3437,114
55.9601,15.2454,-1.6587,0,6,T11,0.2804,-0.0227,1,41.8644,-0.3663,-0.3437,115
65.5112,17.8155,-1.883,0,7,T11,0.2804,-0.0227,1,41.8644,-0.3663,-0.3437,116
74.6347,20.2443,-2.097,0,8,T11,0.2804,-0.0227,1,41.8644,-0.3663,-0.3437,117
83.7645,22.6491,-2.3111,0,9,T11,0.2804,-0.0227,1,41.8644,-0.3663,-0.3437,118
93.3358,25.1428,-2.5354,0,10,T11,0.2804,-0.0227,1,41.8644,-0.3663,-0.3437,119
-5.2924,8.3629,-20.3406,4,1,T12,2.1622,-1.4618,1,44.1454,-0.2565,-0.149,120
-10.7762,16.5971,-40.5321,4,2,T12,2.1622,-1.4618,1,44.1454,-0.2565,-0.149,121
-16.2386,24.8456,-60.7237,4,3,T12,2.1622,-1.4618,1,44.1454,-0.2565,-0.149,122
-21.6795,33.1083,-80.9153,4,4,T12,2.1622,-1.4618,1,44.1454,-0.2565,-0.149,123
-27.0988,41.3851,-101.1068,4,5,T12,2.1622,-1.4618,1,44.1454,-0.2565,-0.149,124
-32.4966,49.6761,-121.2984,4,6,T12,2.1622,-1.4618,1,44.1454,-0.2565,-0.149,125
-37.7653,57.8148,-141.0861,4,7,T12,2.1622,-1.4618,1,44.1454,-0.2565,-0.149,126
-43.1202,66.1335,-161.2777,4,8,T12,2.1622,-1.4618,1,44.1454,-0.2565,-0.149,127
-48.4534,74.4662,-181.4693,4,9,T12,2.1622,-1.4618,1,44.1454,-0.2565,-0.149,128
-53.7648,82.8127,-201.6608,4,10,T12,2.1622,-1.4618,1,44.1454,-0.2565,-0.149,129
9.8568,-0.7527,-0.0368,11,1,T13,-0.1096,-0.0521,-1,56.066,0.3199,0.4782,130
19.2341,-1.7561,-0.5283,11,2,T13,-0.1096,-0.0521,-1,56.066,0.3199,0.4782,131
29.0601,-2.7875,-1.0433,11,3,T13,-0.1096,-0.0521,-1,56.066,0.3199,0.4782,132
38.8882,-3.7988,-1.5583,11,4,T13,-0.1096,-0.0521,-1,56.066,0.3199,0.4782,133
48.7183,-4.79,-2.0733,11,5,T13,-0.1096,-0.0521,-1,56.066,0.3199,0.4782,134
58.5504,-5.7609,-2.5883,11,6,T13,-0.1096,-0.0521,-1,56.066,0.3199,0.4782,135
68.3845,-6.7118,-3.1033,11,7,T13,-0.1096,-0.0521,-1,56.066,0.3199,0.4782,136
78.2206,-7.6424,-3.6183,11,8,T13,-0.1096,-0.0521,-1,56.066,0.3199,0.4782,137
87.6113,-8.5119,-4.1099,11,9,T13,-0.1096,-0.0521,-1,56.066,0.3199,0.4782,138
97.4509,-9.4032,-4.6249,11,10,T13,-0.1096,-0.0521,-1,56.066,0.3199,0.4782,139
9.1116,3.9743,-20.0127,0,1,T14,0.3882,-1.4568,-1,27.5879,0.2092,0.1568,140
17.9198,7.6399,-39.3755,0,2,T14,0.3882,-1.4568,-1,27.5879,0.2092,0.1568,141
27.0792,11.4959,-59.545,0,3,T14,0.3882,-1.4568,-1,27.5879,0.2092,0.1568,142
35.857,15.2337,-78.9077,0,4,T14,0.3882,-1.4568,-1,27.5879,0.2092,0.1568,143
44.9844,19.1648,-99.0773,0,5,T14,0.3882,-1.4568,-1,27.5879,0.2092,0.1568,144
53.7312,22.9745,-118.44,0,6,T14,0.3882,-1.4568,-1,27.5879,0.2092,0.1568,145
62.8261,26.9804,-138.6095,0,7,T14,0.3882,-1.4568,-1,27.5879,0.2092,0.1568,146
